"895.
","     Зерновое хозяйство России
    ","2079-8725
","     06.01.01 – Общее земледелие растениеводство (сельскохозяйственные науки), 06.01.04 – Агрохимия (сельскохозяйственные науки), 06.01.05 – Селекция и семеноводство сельскохозяйственных растений (сельскохозяйственные науки), 06.01.07 – Защита растений (сельскохозяйственные науки)
   с 28.12.2018
         "
"896.
","        Знак: проблемное поле медиаобразования
     ","2070-0695
","       10.01.10 – Журналистика (филологические науки)
    с 28.12.2018
       "
"897.
","           Знание. Понимание. Умение
   ","1998-9873
","           09.00.11 – Социальная философия (философские науки),
09.00.13 – Философская антропология,
   с 28.12.2018
          
           философия культуры (философские науки),
22.00.04 – Социальная структура, социальные институты и процессы (социологические науки),
22.00.06 – Социология культуры (социологические науки),
24.00.01 – Теория и история культуры (культурология)
        "
"898.
","    Золотоордынское обозрение
     ","2308-152Х
","   07.00.02 – Отечественная история (исторические науки),
07.00.09 – Историография, источниковедение и методы исторического исследования (исторические науки)
    с 28.12.2018
   "
"899.
","        Зоотехния
  ","0235-2478
","        06.02.07 – Разведение селекция и генетика сельскохозяйственных животных (сельскохозяйственные науки),
06.02.07 – Разведение селекция и генетика сельскохозяйственных животных (биологические науки), 06.02.08 – Кормопроизводство, кормление сельскохозяйственных животных и технология кормов (биологические науки),
06.02.08 – Кормопроизводство, кормление сельскохозяйственных животных и технология кормов (сельскохозяйственные науки), 06.02.10 – Частная зоотехния, технология производства продуктов животноводства (биологические науки),
06.02.10 – Частная зоотехния, технология производства продуктов животноводства (сельскохозяйственные науки)
  с 28.12.2018
             "
"900.
","  Идеи и идеалы
     ","2075-0862
","  08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки),
08.00.10 – Финансы, денежное обращение и кредит (экономические науки),
08.00.14 – Мировая экономика (экономические науки),
09.00.01 – Онтология и теория познания (философские науки), 09.00.03 – История философии (философские науки),
09.00.05 – Этика (философские науки), 09.00.08 – Философия науки и техники (философские науки),
09.00.11 – Социальная философия (философские науки),
09.00.13 – Философская антропология,
   с 28.12.2018

           философия культуры (исторические науки),
09.00.13 – Философская антропология, философия культуры (философские науки),
09.00.14 – Философия религии и религиоведение (философские науки), 24.00.01 – Теория и история культуры (искусствоведение),
24.00.01 – Теория и история культуры (исторические науки),
24.00.01 – Теория и история культуры (культурология),
24.00.01 – Теория и история культуры (философские науки)
        "
"901.
","    Избирательное законодательство и практика
     ","2500–0306
","   12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки)
    с 12.02.2019
   "
"902.
","                   Известия Академии наук Республики Таджикистан. Отделение биологических и медицинских наук.
   ","0002-3477
","                   06.01.01 – Общее земледелие растениеводство (сельскохозяйственные науки), 06.01.04 – Агрохимия (сельскохозяйственные науки), 06.02.01 – Диагностика болезней и терапия животных, патология, онкология и морфология животных (ветеринарные науки),
06.02.01 – Диагностика болезней и терапия животных, патология, онкология и морфология животных (биологические науки),
06.02.02 – Ветеринарная микробиология, вирусология, эпизоотология, микология с микотоксикологией и иммунология (ветеринарные науки),
06.02.02 – Ветеринарная микробиология, вирусология, эпизоотология, микология с микотоксикологией и иммунология (биологические науки),
06.02.05 – Ветеринарная санитария, экология, зоогигиена и ветеринарно- санитарная экспертиза (биологические науки),
06.02.05 – Ветеринарная санитария, экология, зоогигиена и ветеринарно- санитарная экспертиза (ветеринарные науки),
06.02.07 – Разведение селекция и генетика сельскохозяйственных животных (сельскохозяйственные науки),
06.02.07 – Разведение селекция и генетика сельскохозяйственных животных (биологические науки)
   с 26.03.2019
                  
     "
"903.
","             Известия Академии наук Республики Таджикистан. Отделение общественных наук
    ","2076-2569
","             08.00.01 – Экономическая теория (экономические науки),
08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки),
08.00.14 – Мировая экономика (экономические науки), 09.00.01 – Онтология и теория познания (философские науки), 09.00.03 – История философии (философские науки),
09.00.05 – Этика (философские науки), 09.00.11 – Социальная философия (философские науки),
09.00.13 – Философская антропология, философия культуры (философские науки),
09.00.14 – Философия религии и религиоведение (философские науки), 10.02.19 – Теория языка (филологические науки),
10.02.20 – Сравнительно-историческое типологическое и сопоставительное языкознание (филологические науки), 10.02.22 – Языки народов зарубежных стран Европы, Азии, Африки, аборигенов Америки и Австралии (с указанием конкретного языка или языковой семьи) (филологические науки)
   с 28.12.2018
                 "
"904.
","                    Известия Академии наук Республики Таджикистан. Отделение физико- математических, химических, геологических и технических наук
     ","0002-3485
","                   01.01.03 – Математическая физика (физико-математические науки), 02.00.03 – Органическая химия (химические науки),
02.00.04 – Физическая химия (химические науки)
    с 26.03.2019
                   "
"905.
","                   Известия Алтайского государственного университета
   ","1561-9443
","                   01.01.04 – Геометрия и топология (физико-математические науки), 01.04.01 – Приборы и методы экспериментальной физики (физико- математические науки),
01.04.02 – Теоретическая физика (физико-математические науки), 01.04.05 – Оптика (физико- математические науки),
01.04.07 – Физика конденсированного состояния (физико-математические науки),
01.04.15 – Физика и технология наноструктур, атомная и молекулярная физика (физико-математические науки),
07.00.02 – Отечественная история (исторические науки),
07.00.03 – Всеобщая история (соответствующего периода) (исторические науки),
   с 28.12.2018
                  
                 07.00.06 – Археология (исторические науки),
07.00.07 – Этнография, этнология и антропология (исторические науки), 07.00.09 – Историография, источниковедение и методы исторического исследования (исторические науки)
       "
"906.
","Известия Байкальского государственного университета
(До 18.10.2016 г. наименование в Перечне «Известия Иркутской государственной экономической академии» ISSN 1993-3541)
  ","2500-2759
","08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки),
08.00.10 – Финансы, денежное обращение и кредит (экономические науки),
08.00.13 – Математические и инструментальные методы экономики (физико-математические науки), 08.00.13 – Математические и инструментальные методы экономики (экономические науки),
08.00.14 – Мировая экономика (экономические науки)
  с 28.12.2018
     "
"907.
","        Известия Балтийской государственной академии рыбопромыслового флота: психолого-педагогические науки (теория и методика профессионального образования)
     ","2071-5331
","       13.00.08 – Теория и методика профессионального образования (педагогические науки),
19.00.07 – Педагогическая психология (психологические науки)
    с 26.03.2019
       "
"908.
","   Известия ВНИИГ им. Б.Е. Веденеева
   ","0368-0738
","  05.23.01 – Строительные конструкции, здания и сооружения (технические науки),
05.23.02 – Основания и фундаменты, подземные сооружения (технические науки),
05.23.07 – Гидротехническое строительство (технические науки), 05.23.16 – Гидравлика и инженерная гидрология (технические науки)
   с 28.12.2018
   "
"909.
","               Известия Волгоградского государственного педагогического университета
   ","1815-9044
","               10.01.01 – Русская литература (филологические науки),
10.01.08 – Теория литературы. Текстология (филологические науки), 10.01.09 – Фольклористика (филологические науки),
10.02.01 – Русский язык (филологические науки),
10.02.04 – Германские языки (филологические науки),
10.02.19 – Теория языка (филологические науки),
10.02.20 – Сравнительно-историческое типологическое и сопоставительное языкознание (филологические науки), 13.00.01 – Общая педагогика, история
   с 28.12.2018
              
                 педагогики и образования (педагогические науки),
13.00.02 – Теория и методика обучения и воспитания (по областям и уровням образования) (педагогические науки), 13.00.08 – Теория и методика профессионального образования (педагогические науки)
       "
"910.
","                Известия Волгоградского государственного технического университета
  ","1990-5297
","                02.00.03 – Органическая химия (химические науки),
02.00.06 – Высокомолекулярные соединения (технические науки), 02.00.06 – Высокомолекулярные соединения (химические науки), 05.02.07 – Технология и оборудование механической и физико-технической обработки (технические науки), 05.02.10 – Сварка, родственные процессы и технологии (технические науки),
05.16.02 – Металлургия черных, цветных и редких металлов (технические науки),
05.16.04 – Литейное производство (технические науки),
05.16.09 – Материаловедение (по отраслям) (технические науки)
  с 26.03.2019
                     "
"911.
","                Известия Воронежского государственного педагогического университета
     ","2309-7078
","               07.00.02 – Отечественная история (исторические науки),
10.02.01 – Русский язык (филологические науки),
10.02.19 – Теория языка (филологические науки),
13.00.01 – Общая педагогика, история педагогики и образования (педагогические науки),
13.00.08 – Теория и методика профессионального образования (педагогические науки)
    с 28.12.2018
               "
"912.
"," Известия вузов. Инвестиции. Строительство. Недвижимость
   ","2227-2917
","05.23.01 – Строительные конструкции, здания и сооружения (технические науки),
05.23.02 – Основания и фундаменты, подземные сооружения (технические науки),
05.23.03 – Теплоснабжение, вентиляция, кондиционирование воздуха, газоснабжение и освещение (технические науки),
05.23.04 – Водоснабжение канализация, строительные системы охраны водных ресурсов (технические науки),
05.23.05 – Строительные материалы и изделия (технические науки),
05.23.07 – Гидротехническое строительство (технические науки),
  с 28.12.2018

              05.23.08 – Технология и организация строительства (технические науки), 05.23.11 – Проектирование и строительство дорог, метрополитенов, аэродромов, мостов и транспортных тоннелей (технические науки), 05.23.16 – Гидравлика и инженерная гидрология (технические науки), 05.23.17 – Строительная механика (технические науки),
05.23.19 – Экологическая безопасность строительства и городского хозяйства (технические науки),
05.23.20 – Теория и история архитектуры, реставрация и реконструкция историко- архитектурного наследия (архитектура),
05.23.21 – Архитектура зданий и сооружений. Творческие концепции архитектурной деятельности (архитектура),
05.23.22 – Градостроительство, планировка сельских населенных пунктов (архитектура)
               "
"913.
","Известия вузов. Порошковая
 металлургия и функциональные
 покрытия
","1997-308X
","05.16.06 – Порошковая металлургия и композиционные материалы (технические науки),
05.16.08 – Нанотехнологии и наноматериалы (по отраслям) (технические науки)
с 26.03.2019
              "
"914.
","Известия вузов. Прикладная химия и биотехнология
","2227-2925
","02.00.03 – Органическая химия (химические науки),
03.01.06 – Биотехнология (в том числе бионанотехнологии) (технические науки),
05.17.07 – Химическая технология топлива и высокоэнергетических веществ (технические науки), 05.17.08 – Процессы и аппараты химических технологий (технические науки)
с 28.12.2018
               "
"915.
","Известия вузов. Цветная
 металлургия
","0021-3438 2412-8783
","05.16.01 – Металловедение и термическая обработка металлов и сплавов (технические науки), 05.16.02 – Металлургия черных, цветных и редких металлов (технические науки),
05.16.04 – Литейное производство (технические науки),
05.16.05 – Обработка металлов давлением (технические науки), 25.00.13 – Обогащение полезных ископаемых (технические науки)
с 26.03.2019
              "
"916.
","Известия высших учебных заведений. Серия
","2219-9373
","10.01.08 – Теория литературы. Текстология (филологические науки),
с 28.12.2018
          
         «Гуманитарные науки»
        10.02.19 – Теория языка (филологические науки)
       "
"917.
","       Известия высших учебных заведений «Геодезия и аэрофотосъемка»
   ","0536-101х
","      05.11.07 – Оптические и оптико- электронные приборы и комплексы (технические науки),
25.00.26 – Землеустройство, кадастр и мониторинг земель (технические науки),
25.00.32 – Геодезия (технические науки),
25.00.33 – Картография (технические науки),
25.00.34 – Аэрокосмические исследования Земли, фотограмметрия (технические науки),
25.00.35 – Геоинформатика (технические науки)
   с 28.12.2018
       "
"918.
","           Известия высших учебных заведений России. Радиоэлектроника
   ","1993-8985
","           05.11.01 – Приборы и методы измерения (по видам измерений) (технические науки),
05.11.03 – Приборы навигации (технические науки),
05.11.06 – Акустические приборы и системы (технические науки), 05.11.07 – Оптические и оптико- электронные приборы и комплексы (технические науки),
05.11.08 – Радиоизмерительные приборы (технические науки),
05.11.10 – Приборы и методы для измерения ионизирующих излучений и рентгеновские приборы (технические науки),
05.11.13 – Приборы и методы контроля природной среды, веществ, материалов и изделий (технические науки), 05.11.14 – Технология приборостроения (технические науки), 05.11.15 – Метрология и метрологическое обеспечение (технические науки),
05.11.16 – Информационно- измерительные и управляющие системы (по отраслям) (технические науки),
05.11.17 – Приборы, системы и изделия медицинского назначения (технические науки),
05.11.18 – Приборы и методы преобразования изображений и звука (технические науки),
05.12.04 – Радиотехника, в том числе системы и устройства телевидения (технические науки) ,
05.12.07 – Антенны, СВЧ устройства и их технологии (технические науки), 05.12.13 – Системы, сети и устройства телекоммуникаций (технические
   с 28.12.2018
          
                 науки),
05.12.14 – Радиолокация и радионавигация (технические науки), 05.27.01 – Твердотельная электроника, радиоэлектронные компоненты, микро- и наноэлектроника, приборы на квантовых эффектах (технические науки),
05.27.02 – Вакуумная и плазменная электроника (технические науки), 05.27.03 – Квантовая электроника (технические наки),
05.27.06 – Технология и оборудование для производства полупроводников, материалов и приборов электронной техники (технические науки)
       "
"919.
","                Известия высших учебных заведений. Горный журнал
  ","0536-1028
","                05.05.04 – Дорожные строительные и подъемно-транспортные машины (технические науки),
05.05.06 – Горные машины (технические науки),
08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки),
25.00.13 – Обогащение полезных ископаемых (технические науки), 25.00.15 – Технология бурения и освоения скважин (технические науки), 25.00.16 – Горнопромышленная и нефтегазопромысловая геология, геофизика, маркшейдерское дело и геометрия недр (технические наки), 25.00.17 – Разработка и эксплуатация нефтяных и газовых месторождений (технические науки),
25.00.18 – Технология освоения морских месторождений полезных ископаемых (технические науки), 25.00.20 – Геомеханика, разрушение горных пород, рудничная аэрогазодинамика и горная теплофизика (технические науки), 25.00.21 – Теоретические основы проектирования горнотехнических систем (технические науки),
25.00.22 – Геотехнология (подземная, открытая и строительная) (технические науки),
25.00.35 – Геоинформатика (технические науки),
25.00.36 – Геоэкология (по отраслям) (технические науки)
  с 28.12.2018
                     "
"920.
","    Известия высших учебных заведений. Лесной журнал
     ","0536-1036
","    03.02.01 – Ботаника (сельскохозяйственные науки), 05.21.01 – Технология и машины лесозаготовок и лесного хозяйства (технические науки),
    с 28.12.2018
  
                       05.21.03 – Технология и оборудование химической переработки биомассы дерева; химия древесины (технические науки),
05.21.05 – Древесиноведение технология и оборудование деревопереработки (технические науки),
06.03.02 – Лесоведение, лесоводство, лесоустройство и лесная таксация (сельскохозяйственные науки), 06.03.02 – Лесоведение, лесоводство, лесоустройство и лесная таксация (технические науки),
06.03.03 – Агролесомелиорация, защитное лесоразведение и озеленение населенных пунктов, лесные пожары и борьба с ними (технические науки), 06.03.03 – Агролесомелиорация, защитное лесоразведение и озеленение населенных пунктов, лесные пожары и борьба с ними (сельскохозяйственные науки)
     06.03.01 – Лесные культуры, селекция, семеноводство (сельскохозяйственные науки)
    с 26.03.2019
   "
"921.
","            Известия высших учебных заведений. Материалы электронной техники
  ","1609-3577
","            01.04.07 – Физика конденсированного состояния (физико-математические науки),
01.04.10 – Физика полупроводников (технические науки),
01.04.10 – Физика полупроводников (физико-математические науки), 01.04.11 – Физика магнитных явлений (физико-математические науки), 05.16.08 – Нанотехнологии и наноматериалы (по отраслям) (физико- математические науки),
05.27.01 – Твердотельная электроника, радиоэлектронные компоненты, микро- и наноэлектроника, приборы на квантовых эффектах (физико- математические науки),
05.27.01 – Твердотельная электроника, радиоэлектронные компоненты, микро- и наноэлектроника, приборы на квантовых эффектах (технические науки),
05.27.03 – Квантовая электроника (технические науки),
05.27.06 – Технология и оборудование для производства полупроводников, материалов и приборов электронной техники (технические науки)
  с 26.03.2019
                 "
"922.
","              Известия высших учебных заведений. Машиностроение
     ","0536-1044
","             05.02.02 – Машиноведение, системы приводов и детали машин (технические науки),
05.02.05 – Роботы, мехатроника и
    с 26.03.2019
           
              робототехнические системы (технические науки),
05.02.07 – Технология и оборудование механической и физико-технической обработки (технические науки), 05.02.08 – Технология машиностроения (технические науки),
05.02.10 – Сварка, родственные процессы и технологии (технические науки),
05.02.11 – Методы контроля и диагностика в машиностроении (технические науки),
05.02.18 – Теория механизмов и машин (технические науки),
05.04.02 – Тепловые двигатели (технические науки),
05.04.06 – Вакуумная, компрессорная техника и пневмосистемы (технические науки),
05.04.12 – Турбомашины и комбинированные турбоустановки (технические науки),
05.04.13 – Гидравлические машины и гидропневмоагрегаты (технические науки),
05.07.01 – Аэродинамика и процессы теплообмена летательных аппаратов (технические науки),
05.07.02 – Проектирование конструкция и производство летательных аппаратов (технические науки),
05.07.03 – Прочность и тепловые режимы летательных аппаратов (технические науки),
05.07.07 – Контроль и испытание летательных аппаратов и их систем (технические науки)
              "
"923.
","Известия высших учебных заведений. Нефть и газ
","0445-0108
","05.02.22 – Организация производства (по отраслям) (технические науки), 25.00.07 – Гидрогеология (технические науки),
25.00.10 – Геофизика, геофизические методы поисков полезных ископаемых (технические науки),
25.00.12 – Геология, поиски и разведка нефтяных и газовых месторождений (технические науки),
25.00.15 – Технология бурения и освоения скважин (технические науки), 25.00.17 – Разработка и эксплуатация (технические науки),
25.00.19 – Строительство и эксплуатация нефтегазопроводов, баз и хранилищ (технические науки)
с 26.03.2019
               "
"924.
","Известия высших учебных
","0579-3009
","05.17.04 –Технология органических веществ (технические науки),
с 12.02.2019
 заведений. Пищевая технология
          
           05.18.01 – Технология обработки, хранения и переработки злаковых, бобовых культур, крупяных продуктов, плодоовощной продукции и виноградарства (технические науки), 05.18.04 – Технология мясных, молочных и рыбных продуктов и холодильных производств (технические науки),
05.18.05 – Технология сахара и сахаристых продуктов, чая, табака и субтропических культур (технические науки),
05.18.06 – Технология
жиров, эфирных масел и парфюмерно- косметических продуктов (технические науки),
05.18.07 – Биотехнология пищевых продуктов и биологических активных веществ (технические науки),
05.18.12 – Процессы и аппараты пищевых производств (технические науки),
05.18.15 – Технология и товароведение пищевых продуктов и функционального и специализированного назначения и общественного питания (технические науки),
08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки)
        "
"925.
"," Известия высших учебных заведений. Поволжский регион. Гуманитарные науки
    ","2072-3024
"," 07.00.02 – Отечественная история (исторические науки),
07.00.03 – Всеобщая история (соответствующего периода) (исторические науки),
07.00.09 – Историография, источниковедение и методы исторического исследования (исторические науки)
   с 28.12.2018
     "
"926.
"," Известия высших учебных заведений. Поволжский регион. Естественные науки
    ","2307-9150
"," 03.01.05 – Физиология и биохимия растений (биологические науки), 03.02.01 – Ботаника (биологические науки),
03.02.04 – Зоология (биологические науки),
03.02.08 – Экология (по отраслям) (биологические науки)
   с 28.12.2018
     "
"927.
","              Известия высших учебных заведений. Поволжский регион. Медицинские науки
     ","2072-3032
","             14.01.04 – Внутренние болезни (медицинские науки),
14.01.15 – Травматология и ортопедия (медицинские науки),
14.01.17 – Хирургия (медицинские науки),
14.03.01 – Анатомия человека
    с 28.12.2018
           
                 (медицинские науки),
14.03.02 – Патологическая анатомия (медицинские науки),
14.03.03 – Патологическая физиология (медицинские науки)
       "
"928.
","           Известия высших учебных заведений. Поволжский регион. Общественные науки
   ","2072-3016
","          08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки),
12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
12.00.11 – Судебная деятельность, прокурорская деятельность, правозащитная и правоохранительная деятельность (юридические науки), 22.00.01 – Теория, методология и история социологии (социологические науки),
22.00.03 – Экономическая социология и демография (социологические науки), 22.00.04 – Социальная структура, социальные институты и процессы (социологические науки)
   с 28.12.2018
           "
"929.
","Известия высших учебных заведений. Поволжский регион. Технические науки
  ","2072-3059
","05.02.07 – Технология и оборудование механической и физико-технической обработки (технические науки), 05.02.08 – Технология машиностроения (технические науки),
05.02.11 – Методы контроля и диагностика в машиностроении (технические науки),
05.11.01 – Приборы и методы измерения (по видам измерений) (технические науки),
05.11.14 – Технология приборостроения (технические науки), 05.11.16 – Информационно- измерительные и управляющие системы (по отраслям) (технические науки),
05.13.01 – Системный анализ, управление и обработка информации (по отраслям) (технические науки), 05.13.05 – Элементы и устройства вычислительной техники и систем управления (технические науки)
  с 26.03.2019
     "
"930.
","              Известия высших учебных заведений. Поволжский регион. Физико-математические науки
     ","2072-3040
","             01.01.02 – Дифференциальные уравнения, динамические системы и оптимальное управление (физико- математические науки),
01.01.07 – Вычислительная математика (физико-математические науки),
    с 28.12.2018
           
                 01.01.09 – Дискретная математика и математическая кибернетика (физико- математические науки),
01.04.02 – Теоретическая физика (физико-математические науки), 01.04.05 – Оптика (физико- математические науки),
01.04.07 – Физика конденсированного состояния (физико-математические науки),
01.04.10 – Физика полупроводников (физико-математические науки), 01.04.15 – Физика и технология наноструктур, атомная и молекулярная физика (физико-математические науки),
01.04.16 – Физика атомного ядра и элементарных частиц (физико- математические науки),
       "
"931.
","   Известия высших учебных заведений. Правоведение
   ","0131-8039
","   12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
12.00.03 – Гражданское право; предпринимательское право; семейное право; международное частное право (юридические науки),
12.00.04 – Финансовое право; налоговое право; бюджетное право (юридические науки),
12.00.05 – Трудовое право; право социального обеспечения (юридические науки),
12.00.06 – Земельное право; природоресурсное право; экологическое право; аграрное право (юридические науки),
12.00.07 – Корпоративное право; энергетическое право (юридические науки),
12.00.08 – Уголовное право и криминология; уголовно- исполнительное право (юридические науки),
12.00.09 – Уголовный процесс (юридические науки),
12.00.10 – Международное право; Европейское право (юридические науки),
12.00.11 – Судебная деятельность, прокурорская деятельность, правозащитная и правоохранительная деятельность (юридические науки), 12.00.12 – Криминалистика; судебно- экспертная деятельность; оперативно- розыскная деятельность (юридические
   с 28.12.2018
  
                 науки),
12.00.13 – Информационное право (юридические науки),
12.00.14 – Административное право; административный процесс (юридические науки),
12.00.15 – Гражданский процесс; арбитражный процесс (юридические науки)
       "
