,p_fx_levels,eligibility,eligibility - label,reviewer_note,available_reports,Title,URL,Description,ShortDetails,Author,Journal,Year,abstract,retraction_notes,protocol_and_reg,p_setting,p_sampling,p_sex,p_age,p_doi,p_hpi,p_pmhx_pshx,p_medications,p_osteoporosis,p_obs_gyn,p_sx_risk,p_extra_injuries,p_fx_count,p_fx_morphology,p_neurology,p_spine_pshx,p_spine_disease,i_main,i_comparison,i_assignment,o_main_analyses,Details,Resource,Type,Identifiers,Db,EntrezUID,Properties,BibliographyType,ISBN,Identifier,Volume,Number,Month,Pages,Address,Note,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5,primary_screen_ts,p_sample_losses,p_allergies,p_social_hx,p_family_hx,p_other,i_rationale,i_who_where,i_care_coverage,i_alloc_conceal,i_assign_mask,i_deliv_deviations,i_crossover,i_sx_count,i_extra_sx,i_nonsx_therapy,i_time_to_sx,i_preop_wu,i_anesthesia,i_surgeon_xp,i_incision_line,i_incision_size,i_sx_retractors,i_endoscopy,i_videoscopy,i_microscopy,i_microsurgery,i_sx_navigation,i_c-arm,i_spine_toolset,i_decompression,i_reduction,i_screw_count,i_screw_config,i_post_fixat_dev,i_ven_fixat_dev,i_fus_implants,i_fus_technique,i_augmentation,i_other_implants,i_drain_policy,i_suturing,i_postop_mgmt,i_dc_plan,i_other,o_assessment,o_assess_mask,o_fu_schedule,o_fu_losses,o_nonreporting,o_sub_analyses,o_add_analyses,o_handl_mul_anal,o_covar_adjust,o_survival_anal,o_mul_measure,o_or_time,o_blood_loss,o_transfus_need,o_neurology,o_other_ae,o_hrqol,o_pain_intensity,o_pt_satisfaction,o_other_proms,o_other_croms,o_ssi,o_pacu_time,o_inpatient_stay,o_neuropath_pain,o_sepsis,o_intraop_ae,o_repeat_sx,o_readmission,o_death,o_pneumonia,o_vte,o_implant_failure,o_implant_remov,o_verterbal_kyph,o_seg_kyph,o_local_kyph,o_vertebral_ht,o_poor_union,o_kyph_corr,o_corr_loss,o_canal_stenosis,o_alignment,o_other_imaging,o_return_to_work,o_other,handl_miss_data,other_adjust,regression_anal,other_econ_anal,study_conclusions,practice_recomm,research_recomm,what_is_next,discussion,correspondence,coi_concern,miscond_concern,preib_cnfndng,preib_selection,preib_rndmztn,atib_msclssfctn,poib_deviations,poib_missing,poib_msrmnt,poib_selection
9386,,,,,,"ВОЗМОЖНОСТИ КОМПЬЮТЕРНОЙ
ТОМОГРАФИИ В ХАРАКТЕРИСТИКЕ
СИНДРОМОВ ЦЕРВИКАЛЬНОЙ ТРАВМЫ",https://elibrary.ru/item.asp?id=35325117,,,"Дмитращенко, А.  А.; Ахиев, М.  И.; Кляншин, А.  А.",Радиология - практика,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35325117,,4,,18--30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9894,,,,,,"ПОСТОЯННАЯ ЭПИДУРАЛЬНАЯ
СТИМУЛЯЦИЯ СПИННОГО МОЗГА В
ЛЕЧЕНИИ ФАРМАКОРЕЗИСТЕНТНОЙ БОЛИ У
ПАЦИЕНТОВ С СИНДРОМОМ НЕУДАЧНОЙ
ОПЕРАЦИИ НА ПОЗВОНОЧНИКЕ",https://elibrary.ru/item.asp?id=35265379,,,"Дмитриев, А.  Б.; Рзаев, Д.  А.; Денисова, Н.  П.",Нейрохирургия,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35265379,20,2,,43--49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9408,,,,,,"БИОМЕХАНИЧЕСКОЕ МОДЕЛИРОВАНИЕ
ВАРИАНТОВ ХИРУРГИЧЕСКОГО
РЕКОНСТРУКТИВНОГО ЛЕЧЕНИЯ
СПОНДИЛОЛИСТЕЗА ПОЗВОНОЧНИКА НА
УРОВНЕ L4-L5",https://elibrary.ru/item.asp?id=36335567,,,"Доль, А.  В.; Доль, Е.  С.; Иванов, Д.  В.",Российский журнал биомеханики,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36335567,22,1,,31--44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9706,,,,,,"СТРУКТУРА СПОРТИВНОГО ТРАВМАТИЗМА
У ДЕВОЧЕК 12 - 14 ЛЕТ,
ЗАНИМАЮЩИХСЯ СПОРТИВНОЙ
ГИМНАСТИКОЙ",https://elibrary.ru/item.asp?id=35094950,,,"Доронцев, А.  В.; Козлятников, О.  А.; Каширский, А.  В.",Ученые записки университета им. П.Ф. Лесгафта,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35094950,,4,,77--82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9852,,,,,,"МОРФОЛОГИЧЕСКОЕ И
МОРФОМЕТРИЧЕСКОЕ ОБОСНОВАНИЕ
УСТАНОВКИ ПЕДИКУЛЯРНЫХ ВИНТОВ В
ПОЯСНИЧНОМ ОТДЕЛЕ ПОЗВОНОЧНИКА",https://elibrary.ru/item.asp?id=36313064,,,"Дочилова, Е.  С.; Чернигова, С.  В.; Чернигов, Ю.  В.",Вестник Ульяновской государственной сельскохозяйственной академии,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36313064,,3,,117--121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9649,,,,,,"ОСОБЕННОСТИ ПОБОЧНЫХ ЭФФЕКТОВ
ГЛЮКОКОРТИКОИДОВ В СРАВНЕНИИ С
ПРОЯВЛЕНИЯМИ ЭНДОГЕННОГО
ГИПЕРКОРТИЦИЗМА",https://elibrary.ru/item.asp?id=35663869,,,"Древаль, А.  В.; Будул, Н.  А.; Комердус, И.  В.; Бритвин, Т.  А.; Глазков, А.  А.",РМЖ,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35663869,26,1,,12--16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9619,,,,,,"БОЛЬ В СПИНЕ У ПАЦИЕНТОВ ПОЖИЛОГО
ВОЗРАСТА",https://elibrary.ru/item.asp?id=35590891,,,"Дробко, И.  Г.",Справочник врача общей практики,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35590891,,3,,59--65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9694,,,,,,"ПОЯСНИЧНО-ТАЗОВАЯ
ТРАНСПЕДИКУЛЯРНАЯ ФИКСАЦИЯ",https://elibrary.ru/item.asp?id=35611643,,,"Дулаев, А.  К.; Кажанов, И.  В.; Мануковский, В.  А.; Петров, А.  В.; Микитюк, С.  И.",Гений ортопедии,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35611643,24,3,,282--289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9803,,,,,,"ТРИАНГУЛЯРНЫЙ ОСТЕОСИНТЕЗ
ПЕРЕЛОМОВ КРЕСТЦА ПРИ
ВЕРТИКАЛЬНО-НЕСТАБИЛЬНЫХ
ПОВРЕЖДЕНИЯХ ТАЗА",https://elibrary.ru/item.asp?id=35212902,,,"Дулаев, А.  К.; Кажанов, И.  В.; Преснов, Р.  А.; Микитюк, С.  И.",Политравма,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35212902,,2,,17--26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9762,,,,,,"ДИАГНОСТИКА И ХИРУРГИЧЕСКОЕ
ЛЕЧЕНИЕ НЕБЛАГОПРИЯТНЫХ
ПОСЛЕДСТВИЙ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЫ",https://elibrary.ru/item.asp?id=36533663,,,"Дулаев, А.  К.; Мануковский, В.  А.; Аликов, З.  Ю.; Горанчук, Д.  В.; Дулаева, Н.  М.; Абуков, Д.  Н.; Булахтин, Ю.  А.; Мушкин, М.  А.",Хирургия позвоночника,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36533663,,1,,71--77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9550,,,,,,"ЭФФЕКТИВНОСТЬ ЦЕНТРАЛИЗОВАННОЙ
СИСТЕМЫ ОКАЗАНИЯ
СПЕЦИАЛИЗИРОВАННОЙ МЕДИЦИНСКОЙ
ПОМОЩИ ПРИ ОСТРОЙ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЕ В
СОВРЕМЕННОМ МЕГАПОЛИСЕ",https://elibrary.ru/item.asp?id=37308819,,,"Дулаев, А.  К.; Мануковский, В.  А.; Кутянов, Д.  И.; Искровский, С.  В.; Брижань, С.  Л.; Желнов, П.  В.; Дулаева, Н.  М.",Хирургия позвоночника,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37308819,16,1,,8--15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9751,,,,,,"ПОЗВОНОЧНО-СПИННОМОЗГОВАЯ ТРАВМА
В СОВРЕМЕННОМ ОТЕЧЕСТВЕННОМ
МЕГАПОЛИСЕ: ЧАСТОТА, СТРУКТУРА И
ПОТРЕБНОСТЬ В КОЕЧНОМ ФОНДЕ
ГОРОДСКОГО ЗДРАВООХРАНЕНИЯ",https://elibrary.ru/item.asp?id=35690058,,,"Дулаев, А.  К.; Мануковский, В.  А.; Кутянов, Д.  И.; Паршин, М.  С.; Дулаев, Д.  В.; Желнов, П.  В.; Аликов, З.  Ю.",Скорая медицинская помощь,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35690058,19,3,,13--18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9878,,,,,,"ПАТОГЕНЕТИЧНЕ ОБГРУНТУВАННЯ
ОЦІНКИ СТУПЕНЯ ТЯЖКОСТІ ТІЛЕСНИХ
ПОШКОДЖЕНЬ ЛИЦЕВОГО СКЕЛЕТА ТА
ШИЙНОГО ВІДДІЛУ ХРЕБТА",https://elibrary.ru/item.asp?id=36386905,,,"Дунаєв, А.  В.; Григоров, С.  М.; Ольховський, В.  О.; Шкляр, А.  С.",Вестник проблем биологии и медицины,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36386905,2,4,,33--34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9718,,,,,,"ПАТОГЕНЕТИЧНЕ ОБГРУНТУВАННЯ
ОЦІНКИ СТУПЕНЯ ТЯЖКОСТІ ТІЛЕСНИХ
ПОШКОДЖЕНЬ ЛИЦЕВОГО СКЕЛЕТА ТА
ШИЙНОГО ВІДДІЛУ ХРЕБТА",https://elibrary.ru/item.asp?id=36962052,,,"Дунаєв, А.  В.; Григоров, С.  М.; Ольховський, В.  О.; Шкляр, А.  С.",Вестник проблем биологии и медицины,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36962052,2,4,,33--34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9359,,,,,,"КАЧЕСТВО ЖИЗНИ И ОСНОВНЫЕ АСПЕКТЫ
РЕАБИЛИТАЦИИ БОЛЬНЫХ ПОЖИЛОГО
ВОЗРАСТА С ОСТЕОПОРОЗОМ",https://elibrary.ru/item.asp?id=36681164,,,"Дымнова, С.  Е.; Сергеева, В.  В.; Родионова, А.  Ю.",Вестник современной клинической медицины,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36681164,11,6,,62--67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9402,,,,,,"ОБЗОР РЕЗУЛЬТАТОВ ПРИМЕНЕНИЯ
СОПОЧНЫХ ГРЯЗЕЙ В МЕДИЦИНСКОЙ
ПРАКТИКЕ",https://elibrary.ru/item.asp?id=36452733,,,"Ежов, В.  В.; Васенко, В.  И.; Маркович, О.  В.",Вестник физиотерапии и курортологии,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36452733,24,3,,121--127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250,,,,,,"УРОВЕНЬ АУТОАНТИТЕЛ К БЕЛКУ S-100
- ВОЗМОЖНЫЙ ПРЕДИКТОР ИСХОДОВ
ОСТРОГО НАРУШЕНИЯ МОЗГОВОГО
КРОВООБРАЩЕНИЯ",https://elibrary.ru/item.asp?id=36681153,,,"Ермаков, С.  В.; Можейко, Р.  А.; Батурин, В.  А.; Белоконь, О.  С.",Вестник современной клинической медицины,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36681153,11,6,,11--15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9748,,,,,,"ПРОГРЕССИВНЫЕ МЕТОДЫ ЛЕЧЕНИЯ
ОСТЕОМИЕЛИТА. (КЛИНИЧЕСКИЙ
СЛУЧАЙ)",https://elibrary.ru/item.asp?id=35620095,,,"Жардымова, А.  А.",Международный студенческий научный вестник,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35620095,,5,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9595,,,,,,"ДИНАМИКА ОСТРОТЫ ЗРЕНИЯ У
ШКОЛЬНИКОВ С ПАТОЛОГИЕЙ НЕРВНОЙ
СИСТЕМЫ",https://elibrary.ru/item.asp?id=35289151,,,"Жарова, Е.  Ю.",Дневник казанской медицинской школы,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35289151,,2,,88--93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9687,,,,,,"ПАТОМОРФОЛОГИЯ РЕГЕНЕРАЦИИ
СПИННОМОЗГОВОЙ ТРАВМЫ В
ЭКСПЕРИМЕНТЕ У КРЫС",https://elibrary.ru/item.asp?id=36407121,,,"Жетписбаев, Б.  Б.; Керимбаев, Т.  Т.; Алейников, В.  Г.; Кожахметова, А.  О.",Нейрохирургия и неврология Казахстана,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36407121,,4,,20--23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,,,,,,"КЛИНИКО-МОРФОЛОГИЧЕСКАЯ ОЦЕНКА
РЕГЕНЕРАЦИИ СПИННОМОЗГОВОЙ ТРАВМЫ
В ЭКСПЕРИМЕНТЕ У КРЫС",https://elibrary.ru/item.asp?id=36414843,,,"Жетписбаев, Б.  Б.; Керимбаев, Т.  Т.; Алейников, В.  Г.; Кожахметова, А.  О.; Умбеталиев, С.  Г.; Усеева, М.  С.",Нейрохирургия и неврология Казахстана,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36414843,,2,,37--42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9758,,,,,,"ПОДКОЖНЫЙ ПОПЕРЕЧНЫЙ РАЗРЫВ
ДВЕНАДЦАТИПЕРСТНОЙ КИШКИ У
ТРЕХЛЕТНЕГО РЕБЕНКА",https://elibrary.ru/item.asp?id=35226649,,,"Жуков, В.  С.; Капустин, Н.  П.; Антоненко, Ф.  Ф.",Клiнiчна хiрургiя,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35226649,,6,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9893,,,,,,"ДИНАМИКА РЕЗУЛЬТАТОВ
ИСПОЛЬЗОВАНИЯ КОМПЛЕКСНОЙ
ПРОГРАММЫ РЕАБИЛИТАЦИИ ДЛЯ
КОРРЕКЦИИ ОСАНКИ У ЛЮДЕЙ С
АМПУТАЦИЕЙ НИЖНИХ КОНЕЧНОСТЕЙ",https://elibrary.ru/item.asp?id=35225113,,,"Журавский, А.  Ю.; Бодяков, М.  И.","Здоровье человека, теория и методика физической культуры и спорта",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35225113,,2,,113--127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9524,,,,,,"ОСТРОЕ ВЕСТИБУЛЯРНОЕ
ГОЛОВОКРУЖЕНИЕ В ПОЖИЛОМ ВОЗРАСТЕ:
ИНСУЛЬТ ИЛИ ПЕРИФЕРИЧЕСКАЯ
ВЕСТИБУЛОПАТИЯ",https://elibrary.ru/item.asp?id=36313746,,,"Замерград, М.  В.; Грачев, С.  П.; Гергова, А.  А.",Журнал неврологии и психиатрии им. C.C. Корсакова,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36313746,118,6,,46--49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781,,,,,,"НЕЙРОФИБРОМАТОЗ В ПРАКТИКЕ
ТЕРАПЕВТА (КЛИНИЧЕСКОЕ
НАБЛЮДЕНИЕ)",https://elibrary.ru/item.asp?id=37081984,,,"Захарова, Ю.  С.; Мендиканова, А.  А.; Чернышкова, М.  А.",Бюллетень медицинских интернет-конференций,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37081984,8,8,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9387,,,,,,"РУКОВОДСТВО ПО НЕОТЛОЖНОЙ
ТРАВМАТОЛОГИЧЕСКОЙ ПОМОЩИ ITLS.
ЧАСТЬ 8. НАВЫКИ ОКАЗАНИЯ ПОМОЩИ
ПРИ ТРАВМАХ ГРУДНОЙ КЛЕТКИ И
ДЫХАТЕЛЬНОГО ПОСОБИЯ",https://elibrary.ru/item.asp?id=35684189,,,"Зейтц, Р.; Пруст, А.; Алсон, Р.",Врач скорой помощи,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35684189,,11,,33--61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9394,,,,,,"РУКОВОДСТВО ПО НЕОТЛОЖНОЙ
ТРАВМАТОЛОГИЧЕСКОЙ ПОМОЩИ ITLS.
ЧАСТЬ 8. НАВЫКИ ОКАЗАНИЯ ПОМОЩИ
ПРИ ТРАВМАХ ГРУДНОЙ КЛЕТКИ И
ДЫХАТЕЛЬНОГО ПОСОБИЯ",https://elibrary.ru/item.asp?id=35684215,,,"Зейтц, Р.; Пруст, А.; Элсон, Р.",Врач скорой помощи,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35684215,,12,,23--42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9441,,,,,,"МИКРОХИРУРГИЧЕСКАЯ
АУТОТРАНСПЛАНТАЦИЯ ТКАНЕЙ В
ЛЕЧЕНИИ БОЛЬНЫХ С ПОЗДНИМИ
ЛУЧЕВЫМИ ПОРАЖЕНИЯМИ, ОСЛОЖНЕННЫМИ
ОСТЕОМИЕЛИТОМ БОЛЬШЕБЕРЦОВОЙ
КОСТИ",https://elibrary.ru/item.asp?id=36817919,,,"Зелянин, А.  С.; Филиппов, В.  В.; Дубров, В.  Э.; Месхи, К.  Т.; Келбан, Д.  И.; Зелянин, Д.  А.",Клиническая и экспериментальная хирургия. Журнал имени академика Б.В. Петровского,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36817919,6,4,,6--16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312,,,,,,"ЭФФЕКТИВНОСТЬ ТРЕНИРОВОК С
ОГРАНИЧЕНИЕМ КРОВОТОКА В ПРОЦЕССЕ
ПОДГОТОВКИ
СПОРТСМЕНОВ-ГОРНОЛЫЖНИКОВ",https://elibrary.ru/item.asp?id=37257691,,,"Зиновьев, Н.  А.; Громов, М.  М.; Бобров, И.  В.",Теория и практика физической культуры,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37257691,,4,,15--17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9252,,,,,,"ХИРУРГИЧЕСКОЕ ЛЕЧЕНИЕ ПОСЛЕДСТВИЙ
ВЕРТЕБРАЛЬНЫХ ПОРАЖЕНИЙ ПРИ
СЕПСИСЕ НОВОРОЖДЕННЫХ (АНАЛИЗ
СЕРИИ КЛИНИЧЕСКИХ НАБЛЮДЕНИЙ)",https://elibrary.ru/item.asp?id=36690648,,,"Зорин, В.  И.; Наумов, Д.  Г.; Мушкин, А.  Ю.; Евсеев, В.  А.",Травматология и ортопедия России,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36690648,24,4,,44--52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9618,,,,,,"СОМАТИЧЕСКАЯ ПАТОЛОГИЯ СРЕДИ
ФАКТОРОВ СУИЦИДАЛЬНОГО РИСКА.
СООБЩЕНИЕ II",https://elibrary.ru/item.asp?id=36825511,,,"Зотов, П.  Б.; Любов, Е.  Б.; Пономарёва, Т.  Г.; Скрябин, Е.  Г.; Брагин, А.  В.; Ананьева, О.  В.",Суицидология,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36825511,9,4,,85--108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9369,,,,,,"РАЗВИТИЕ ПСИХОСОМАТИЧЕСКОЙ
ПАТОЛОГИИ ПОСЛЕ ВОЗДЕЙСТВИЯ
БОЕВОГО СТРЕССА",https://elibrary.ru/item.asp?id=36685538,,,"Зуйкова, А.  А.; Потёмина, Т.  Е.; Перешеин, А.  В.; Кузнецова, С.  В.",Российский остеопатический журнал,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36685538,,3,,71--77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
