,ts_c1,type_c24,type_c24 - label_c18,ws_c25,ws_c25 - label_c9,key1_c26,key1_c26 - label_c19,val1_c27,ref1_c46,ref1_c46 - val1_c27,key2_c28,key2_c28 - label_c19,val2_c29,ref2_c47,ref2_c47 - val2_c29,key3_c30,key3_c30 - label_c19,val3_c31,ref3_c49,ref3_c49 - val3_c31,key4_c32,key4_c32 - label_c19,val4_c33,ref4_c50,ref4_c50 - val4_c33,key5_c34,key5_c34 - label_c19,val5_c35,ref5_c52,ref5_c52 - val5_c35,key6_c36,key6_c36 - label_c19,val6_c37,ref6_c53,ref6_c53 - val6_c37,key7_c38,key7_c38 - label_c19,val7_c39,ref7_c54,ref7_c54 - val7_c39,key8_c40,key8_c40 - label_c19,val8_c41,ref8_c55,ref8_c55 - val8_c41,key9_c42,key9_c42 - label_c19,val9_c43,ref9_c56,ref9_c56 - val9_c43,key10_c57,key10_c57 - label_c19,val10_c58,ref10_c59,ref10_c59 - val10_c58,key11_c60,key11_c60 - label_c19,val11_c61,ref11_c62,ref11_c62 - val11_c61
640,2018-09-06 22:10,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,70,Результаты,"Итак, у нас есть. Итого ~66~
# раннее малоинвазивное заднее при неосложненной ПСМТ ГПОП у взрослых
## структура проблемы
Ghobrial 2013 - 1+0
## эпидемиология
## классификация
Oner 2010 - 1+0
## хирургия или консервативно
### вообще
van der Roer 2005 - 1+0
### только взрывные
Thomas 2006 - 1+0
Yi 2006 - 1+2
Dai 2007 - 1+0
Gnanenthiran 2012 - 1+0
Abudou 2013 - 1+2-1
### тип B
Oner 2010 - 1-1+0
## сроки операции
Rutges 2007 - 1+10
Bellabarba 2010 - 1+0
Xing 2012 - 1+0
## вид хирургии
### доступ
#### ПСМТ ГПОП вообще
Tian 2008 - 1+0
#### взрывные переломы
Xu 2013 - 1+0
### задняя хирургия
#### число винтов
#### минимальная инвазивность
##### ПСМТ ГПОП вообще
Phan 2015 - 1+0
##### взрывные переломы
Oh 2015 - 1+0
#### вертебропластика
Ma 2012 - 1+0
#### спондилодез
Tian 2013 - 1+4
#### вся задняя в кучу
### вся хирургия в кучу
Dickman 1994 - 1+0
Verlaan 2004 - 1+0
Cheng 2013 - 1+0
Schouten 2015 - 1+0
## периоперационно
### корсет",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,2018-09-06 22:12,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,,243,"Fusion versus nonfusion for surgically treated thoracolumbar burst fractures: a meta-analysis.,/pubmed/23704968,Tian NF, Wu YS, Zhang XL, Wu XL, Chi YL, Mao FM.,PLoS One. 2013 May 21;8(5):e63995. doi: 10.1371/journal.pone.0063995. Print 2013.,PLoS One.  2013,PubMed,citation,PMID:23704968 | PMCID:PMC3660321,pubmed,23704968,create date:2013/05/25 | first author:Tian NF",59,Комментарий,"При попытке воспроизвести поиск быстро выяснилось, что он невоспроизводим.
Причина в том, что авторы искали в том числе в Google Scholar.
Детали своего поиска в Google Scholar авторы не привели.
А привели только общее число записей, полученных при поиске по всем базам, вместе взятым (в блок-схеме из приложения к статье).
Таким образом, по материалу статьи поиск — не воспроизводимый.
Исключаем.",,,29,Исключено по полному тексту,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,2018-09-06 22:23,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,70,Результаты,"Итак, у нас есть. Итого ~66~
# раннее малоинвазивное заднее при неосложненной ПСМТ ГПОП у взрослых
## структура проблемы
Ghobrial 2013 - 1+0
## эпидемиология
## классификация
Oner 2010 - 1+0
## хирургия или консервативно
### вообще
van der Roer 2005 - 1+0
### только взрывные
Thomas 2006 - 1+0
Yi 2006 - 1+2
Dai 2007 - 1+0
Gnanenthiran 2012 - 1+0
Abudou 2013 - 1+2-1
### тип B
Oner 2010 - 1-1+0
## сроки операции
Rutges 2007 - 1+10
Bellabarba 2010 - 1+0
Xing 2012 - 1+0
## вид хирургии
### доступ
#### ПСМТ ГПОП вообще
Tian 2008 - 1+0
#### взрывные переломы
Xu 2013 - 1+0
### задняя хирургия
#### число винтов
#### минимальная инвазивность
##### ПСМТ ГПОП вообще
Phan 2015 - 1+0
##### взрывные переломы
Oh 2015 - 1+0
#### вертебропластика
Ma 2012 - 1+0
#### спондилодез
Tian 2013 - 1+0
#### вся задняя в кучу
### вся хирургия в кучу
Dickman 1994 - 1+0
Verlaan 2004 - 1+0
Cheng 2013 - 1+0
Schouten 2015 - 1+0
## периоперационно
### корсет",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,2018-09-06 22:24,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,,343,"Operative versus non-operative treatment for thoracolumbar burst fractures without neurological deficit.,/pubmed/17054237,Yi L, Jingping B, Gele J, Baoleri X, Taixiang W.,Cochrane Database Syst Rev. 2006 Oct 18;(4):CD005079. Review. Update in: Cochrane Database Syst Rev. 2013;6:CD005079. ,Cochrane Database Syst Rev.  2006,PubMed,citation,PMID:17054237,pubmed,17054237,create date:2006/10/21 | first author:Yi L",59,Комментарий,"Пробуем воспроизвести поиск.
Возьмем The Cochrane Library.
Поиск невоспроизводим, поскольку не приведено количество полученных записей.
Исключаем.
Возможно, недостающие сведения есть в каких-то дополнительных материалах на сайте, но они нам не доступны.",,,29,Исключено по полному тексту,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,2018-09-06 22:30,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,,241,"Surgical versus non-surgical treatment for thoracolumbar burst fractures without neurological deficit.,/pubmed/23740669,Abudou M, Chen X, Kong X, Wu T.,Cochrane Database Syst Rev. 2013 Jun 6;(6):CD005079. doi: 10.1002/14651858.CD005079.pub3. Review.,Cochrane Database Syst Rev.  2013,PubMed,citation,PMID:23740669,pubmed,23740669,create date:2013/06/07 | first author:Abudou M",59,Комментарий,"Пробуем воспроизвести поиск.
Поисковые запросы по базам полностью приведены.
Количества по базам приведены.
Дата поиска приведена.
Есть шансы воспроизвести.
Возьмем CENTRAL.
Должны получить 39 записей.
Репликация полная, через тот же интерфейс (Cochrane Library).
В Cochrane Library числа не совпадают.
По #1 462 против авторских 597.
По #2 1553 против авторских 1738.
Однако если проводить ограничение не по дате включения в CENTRAL (что и следует делать, исходя из того, что авторы выполняли поиск в октябре 2012), а по году публикации (по месяцу публикации — недоступно), выходит следующее.
По #1: 2012; 531; 2013; 570
По #2: 2012; 1717; 2013; 1870
То есть с радостью отмечаем, что заявленные авторами цифры попадают в этот диапазон.
Наверняка то же окажется верно и для Cheng 2013, где так же число записей было всякий раз несколько ниже заявленного авторами, но при этом динамика количеств в каждой следующей итерации поиска была напоминала авторскую.
А нет вообще-то. По #1-то не попадает в диапазон (597 > 570).
Черт!
Ладно, попробуем еще воспроизвести через CRSO.
CRS; #1 521 против авторских 597.
Не воспроизводится.
Исключаем.
И Cheng 2013 не будем перепроверять, потому что все равно здесь не сошлось.",,,29,Исключено по полному тексту,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,2018-09-06 23:11,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,70,Результаты,"Итак, у нас есть. Итого 32
# раннее малоинвазивное заднее при неосложненной ПСМТ ГПОП у взрослых
## структура проблемы
Ghobrial 2013 - 1+0
## эпидемиология
## классификация
Oner 2010 - 1+0
## хирургия или консервативно
### вообще
van der Roer 2005 - 1+0
### только взрывные
Thomas 2006 - 1+0
Yi 2006 - 1+0
Dai 2007 - 1+0
Gnanenthiran 2012 - 1+0
Abudou 2013 - 1+0
### тип B
Oner 2010 - 1+0
## сроки операции
Rutges 2007 - 1+10
Bellabarba 2010 - 1+0
Xing 2012 - 1+0
## вид хирургии
### доступ
#### ПСМТ ГПОП вообще
Tian 2008 - 1+0
#### взрывные переломы
Xu 2013 - 1+0
### задняя хирургия
#### число винтов
#### минимальная инвазивность
##### ПСМТ ГПОП вообще
Phan 2015 - 1+0
##### взрывные переломы
Oh 2015 - 1+0
#### вертебропластика
Ma 2012 - 1+0
#### спондилодез
Tian 2013 - 1+0
#### вся задняя в кучу
### вся хирургия в кучу
Dickman 1994 - 1+0
Verlaan 2004 - 1+0
Cheng 2013 - 1+0
Schouten 2015 - 1+0
## периоперационно
### корсет",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,2018-09-06 23:17,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,72,Обсуждение,"Итак, из 22/32 СО (СОНРИ) в подборке (не 24, т. к. для двух работ не был доступен полный текст — Avilés 2016, Liu 2016) поисковую стратегию не удалось воспроизвести в 21/22 работ.
По-прежнему только в Rutges 2007 было получено практически то же число записей, что и у авторов (179 против 181).
И то причины расхождения на 2 записи — неясны.
При этом у нас нет прямых свидетельств тому, что с годами индексация всех обсуждаемых баз данных или программное обеспечение используемых интерфейсов ретроспективно меняется с годами.
Однако есть свидетельства тому, что в точности получить заявленные количества не удалось ни в одной из 22 рассмотренных работ.
Если количества, конечно, были заявлены, потому что в части работ попросту отстутствовал полный набор сведений, необходимый для воспроизведения поисков.
В других же работах все сведения присутствовали (в частности в кокрейновских Abudou 2013 и Cheng 2013), однако количества при репликации поисков не сходились с авторскими.
Из чего делали заключение о невоспроизводимости поисков и исключали статьи из анализа и освобождали их от декомпозиции.
Также сейчас принимаем решение исключить и Rutges 2007 — по следующим причинам:
(а) все же количество полностью не совпало, и причины этому в равной мере — не ясны;
(б) при получении отрицательных результатов всех репликаций в выборке из более двадцати работ получение один положительный результат имеем право расценить как ложноположительный на уровне значимости ɑ=0,05.
Таким образом, вскрыта острейшая проблема фактической невоспроизводимости поисков.
Критически необходимо выяснить популяционную встречаемость и причины расхождений.
А также оценить допустимые пределы таких расхождений при наличии объективных причин появления расхождений (например, изменения в индексации баз со временем).
Позднее займемся изучением литературы по этому вопросу и доложим.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,2018-09-06 23:32,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,,341,"Timing of thoracic and lumbar fracture fixation in spinal injuries: a systematic review of neurological and clinical outcome.,/pubmed/17109106,Rutges JP, Oner FC, Leenen LP.,Eur Spine J. 2007 May;16(5):579-87. Epub 2006 Nov 16. Review.,Eur Spine J.  2007,PubMed,citation,PMID:17109106 | PMCID:PMC2213541,pubmed,17109106,create date:2006/11/17 | first author:Rutges JP",29,Исключено по полному тексту,,,,59,Комментарий,"В итоге приняли решение исключить.
См. 6 Sep 2018 - 23:17.
Причины:
(а) все же количество полностью не совпало, и причины этому в равной мере — не ясны;
(б) при получении отрицательных результатов всех репликаций в выборке из более двадцати работ получение один положительный результат имеем право расценить как ложноположительный на уровне значимости ɑ=0,05.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,2018-09-06 23:38,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,70,Результаты,"Итак, у нас есть. Итого 22
# раннее малоинвазивное заднее при неосложненной ПСМТ ГПОП у взрослых
## структура проблемы
Ghobrial 2013 - 1+0
## эпидемиология
## классификация
Oner 2010 - 1+0
## хирургия или консервативно
### вообще
van der Roer 2005 - 1+0
### только взрывные
Thomas 2006 - 1+0
Yi 2006 - 1+0
Dai 2007 - 1+0
Gnanenthiran 2012 - 1+0
Abudou 2013 - 1+0
### тип B
Oner 2010 - 1+0
## сроки операции
Rutges 2007 - 1+0
Bellabarba 2010 - 1+0
Xing 2012 - 1+0
## вид хирургии
### доступ
#### ПСМТ ГПОП вообще
Tian 2008 - 1+0
#### взрывные переломы
Xu 2013 - 1+0
### задняя хирургия
#### число винтов
#### минимальная инвазивность
##### ПСМТ ГПОП вообще
Phan 2015 - 1+0
##### взрывные переломы
Oh 2015 - 1+0
#### вертебропластика
Ma 2012 - 1+0
#### спондилодез
Tian 2013 - 1+0
#### вся задняя в кучу
### вся хирургия в кучу
Dickman 1994 - 1+0
Verlaan 2004 - 1+0
Cheng 2013 - 1+0
Schouten 2015 - 1+0
## периоперационно
### корсет",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,2018-09-07 07:38,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,,168,"Bracing After Surgical Stabilization of Thoracolumbar Fractures: A Systematic Review of Evidence, Indications, and Practices.,/pubmed/27262651,Skoch J, Zoccali C, Zaninovich O, Martirosyan N, Walter CM, Maykowski P, Baaj AA.,World Neurosurg. 2016 Sep;93:221-8. doi: 10.1016/j.wneu.2016.05.067. Epub 2016 Jun 1. Review.,World Neurosurg.  2016,PubMed,citation,PMID:27262651,pubmed,27262651,create date:2016/06/06 | first author:Skoch J",59,Комментарий,"Первый СО (СОНРИ) в подборке по эффективности корсета после операции как при ПСМТ ГПОП вообще, так и при взрывных переломах в ГПОП в частности.
Поисковая стратегия очень жесткая.
Поисковая стратегия — невоспроизводима, так как ключевые слова перечислены через запятую, количества не представлены.
При попытке воспроизвести по имеющимся данным в PubMed репликация неудачна.
(thoracolumbar burst fracture) (surgery or (surgical treatment)) (brace or bracing) 1990:2014[dp] english[la]
25 записей против авторских >600.
Исключаем.",,,66,Методы: дизайн,"MEDLINE
1990–2014
англ",,,29,Исключено по полному тексту,,,,22,Всего возвратил записей,>600,,,56,Не исключено при скрининге,200,,,28,Включено в подборку обзора,76,,,,,,,,,,,,,,,,,,,,,,
650,2018-09-07 07:52,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,,164,"Pedicle screw fixation combined with intermediate screw at the fracture level for treatment of thoracolumbar fractures: A meta-analysis.,/pubmed/27537586,Li K, Zhang W, Liu D, Xu H, Geng W, Luo D, Ma J.,Medicine (Baltimore). 2016 Aug;95(33):e4574. doi: 10.1097/MD.0000000000004574. Review.,Medicine (Baltimore).  2016,PubMed,citation,PMID:27537586 | PMCID:PMC5370812,pubmed,27537586,create date:2016/08/19 | first author:Li K",59,Комментарий,"Первый СО (СОНРИ) в подборке специально по эффективности введения винта в сломанный позвонок.
Пересекается с Cheng 2013 и Ghobrial 2013 работами, которые рассматривали этот вопрос.
Список баз широкий.
Поисковую стратегию можно попробовать воспроизвести.
Но нам не доступен EMBASE, а количества в отдельности по базам — не приведены.
Попробуем воспроизвести хотя бы в PubMed.
Потому что если по одному PubMed получится больше записей, чем всего заявлено авторами, это будет свидетельством невоспроизводимости стратегии.
А именно этого мы ожидаем с учетом предыдущего горького опыта.
1600/01/01:2015/12/01[dp] ((“thoracolumbar fracture”[tw] or “lumbar fracture”[tw]) (“intermediate screw""[tw] or “additional screw""[tw] or (“index level""[tw] “fracture vertebrae""[tw]) or “fracture level”[tw] or “six screws""[tw]))
5 против авторских 277 по всем базам.
Не уверены, что корректно реплицировали авторский запрос, поскольку ключевые слова представлены через запятую.
Поисковый запрос жесткий.
Попробуем максимально увеличить чувствительность по имеющимся данным.
1600/01/01:2015/12/31[crdt] ((“thoracolumbar fracture” or “lumbar fracture”) (“intermediate screw"" or “additional screw"" or ""index level"" or “fracture vertebrae"" or “fracture level” or “six screws""))
6 записей против авторских 277 по всем.
Могло только 2% записей быть из MEDLINE? Крайне маловероятно.
А еще чувствительнее:
1600/01/01:2015/12/31[crdt] (((thoracolumbar fracture) or (lumbar fracture)) ((intermediate screw) or (additional screw) or (index level) or (fracture vertebrae) or (fracture level) or (six screws)))
11112 против авторских 277 по всем.
Очень большой перебор.
Таким образом, поиск уже не воспроизведется.
Исключаем.
Также не уточнены причины выпадения из скрининга 16/287 (6%) записей.",,,66,Методы: дизайн,"PubMed, Medline,Embase, Cochrane Central Register of Controlled Trials (CCTR),and Cochrane Database of Systematic Reviews (CDSR),
fromtheir date of inception to December 2015.
плюс библ
англ",,,104,Всего выбрано из баз данных,277,,,105,Всего выбрано из других источников,34,,,37,Всего выбрано после удаления дубликатов,287,,,27,Не выполняли скрининг,16,,,30,Исключено при скрининге,197,,,29,Исключено по полному тексту,64,,,28,Включено в подборку обзора,10,,,29,Исключено по полному тексту,,,
651,2018-09-07 15:29,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,,157,"Percutaneous versus traditional and paraspinal posterior open approaches for treatment of thoracolumbar fractures without neurologic deficit: a meta-analysis.,/pubmed/27757682,Sun XY, Zhang XN, Hai Y.,Eur Spine J. 2017 May;26(5):1418-1431. doi: 10.1007/s00586-016-4818-4. Epub 2016 Oct 18. Review.,Eur Spine J.  2017,PubMed,citation,PMID:27757682,pubmed,27757682,create date:2016/10/21 | first author:Sun XY",59,Комментарий,"Второй СО (СОНРИ) после Phan 2015 в подборке по минимальной инвазивности в хирургии ГПОП вообще и третий после Oh 2015, которые рассматривали только взрывные переломы.
Спектр баз широкий.
Поиск невоспроизводимый, поскольку ключевые слова приведенв через запятую и нет разделения количеств по базам.
Также не уточнены причины выпадения из скрининга 137/276 (50%) выбранных, со слов авторов записей, что критически компрометирует подборку обзора.",,,66,Методы: дизайн,"PUBMED, EMBASE, the Cochrane
Central Register of Controlled Trials
The search date was August 2016
ограничения по языку — не заявлены
плюс библиографии",,,104,Всего выбрано из баз данных,316,,,105,Всего выбрано из других источников,0,,,37,Всего выбрано после удаления дубликатов,276,,,27,Не выполняли скрининг,137,,,30,Исключено при скрининге,101,,,29,Исключено по полному тексту,10,,,28,Включено в подборку обзора,28,,,29,Исключено по полному тексту,,,
652,2018-09-07 15:45,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,,138,"Is fusion superior to non-fusion for the treatment of thoracolumbar burst fracture? A systematic review and meta-analysis.,/pubmed/28641907,Lan T, Chen Y, Hu SY, Li AL, Yang XJ.,J Orthop Sci. 2017 Sep;22(5):828-833. doi: 10.1016/j.jos.2017.05.014. Epub 2017 Jun 20. Review.,J Orthop Sci.  2017,PubMed,citation,PMID:28641907,pubmed,28641907,create date:2017/06/24 | first author:Lan T",59,Комментарий,"Второй СО (СОНРИ) в подборке после Tian 2013 по спондилодезе при взрывных переломах в ГПОП и ПСМТ ГПОП вообще.
Спектр баз широкий.
Причины выпадения 43/402 (11%) записей из скрининга — не уточнены.
Поисковая стратегия — невоспроизводима, поскольку ключевые слова перечислены через запятую.
Хотя количества — по базам разделены.
Поэтому все же попробуем воспроизвести.
Возьмем PubMed.
Должно быть 265 записей.
((burst fracture [tiab]) or (burst fracture [mh])) (fusion[tiab] or fusion[mh]) 1600/01/01:2016/12/31[crdt] english[la]
257 записей против авторских 265.
The following term was not found in PubMed: fusion[mh].
Search details
(burst fracture[tiab] OR (burst[All Fields] AND ""fractures, bone""[MeSH Terms])) AND fusion[tiab] AND 1600/01/01[CRDAT] : 2016/12/31[CRDAT] AND english[la]
Если по дате публикации:
((burst fracture [tiab]) or (burst fracture [mh])) (fusion[tiab] or fusion[mh]) 1600/01/01:2016/12/31[dp] english[la] 
258 записей против авторских 265.
Похоже, но все равно не воспроизводится с точностью.
Высок риск ложноположительного результата.
Попробуем еще Cochrane Library.
Воспроизведение неполное, т. к. у авторов фрагменты запроса дублируются, а также не существуют MeSH по взрывным переломам и спондилодезу.
В наиболее приближенном варианте:
(burst fracture):ti,ab,kw AND (fusion):ti,ab,kw
24 записи против авторских 79.
Итак, поиски не воспроизводятся.
Исключаем.",,,66,Методы: дизайн,"PubMed, EMBASE and Cochrane library
December 2016
англ
плюс связанные статьи",,,104,Всего выбрано из баз данных,396,,,105,Всего выбрано из других источников,32,,,37,Всего выбрано после удаления дубликатов,402,,,27,Не выполняли скрининг,43,,,30,Исключено при скрининге,271,,,29,Исключено по полному тексту,80,,,28,Включено в подборку обзора,8,,,29,Исключено по полному тексту,,,
653,2018-09-07 15:47,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,70,Результаты,"Итак, у нас есть. Итого 26
# раннее малоинвазивное заднее при неосложненной ПСМТ ГПОП у взрослых
## структура проблемы
Ghobrial 2013 - 1+0
## эпидемиология
## классификация
Oner 2010 - 1+0
## хирургия или консервативно
### вообще
van der Roer 2005 - 1+0
### только взрывные
Thomas 2006 - 1+0
Yi 2006 - 1+0
Dai 2007 - 1+0
Gnanenthiran 2012 - 1+0
Abudou 2013 - 1+0
### тип B
Oner 2010 - 1+0
## сроки операции
Rutges 2007 - 1+0
Bellabarba 2010 - 1+0
Xing 2012 - 1+0
## вид хирургии
### доступ
#### ПСМТ ГПОП вообще
Tian 2008 - 1+0
#### взрывные переломы
Xu 2013 - 1+0
### задняя хирургия
#### число винтов
Li 2016 - 1+0
#### минимальная инвазивность
##### ПСМТ ГПОП вообще
Phan 2015 - 1+0
##### взрывные переломы
Oh 2015 - 1+0
Sun 2017 - 1+0
#### вертебропластика
Ma 2012 - 1+0
#### спондилодез
##### ПСМТ ГПОП вообще
##### взрывные переломы
Tian 2013 - 1+0
Lan 2017 - 1+0
#### вся задняя в кучу
### вся хирургия в кучу
Dickman 1994 - 1+0
Verlaan 2004 - 1+0
Cheng 2013 - 1+0
Schouten 2015 - 1+0
## периоперационно
### корсет
Skoch 2016 - 1+0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,2018-09-08 10:03,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,3,Библиографическая запись,,137,"An overview of clinical guidelines for the management of vertebral compression fracture: a systematic review.,/pubmed/28739478,Parreira PCS, Maher CG, Megale RZ, March L, Ferreira ML.,Spine J. 2017 Dec;17(12):1932-1938. doi: 10.1016/j.spinee.2017.07.174. Epub 2017 Jul 21. Review.,Spine J.  2017,PubMed,citation,PMID:28739478,pubmed,28739478,create date:2017/07/26 | first author:Parreira PCS",59,Комментарий,"Первый в подборке обзор клинических рекомендаций на тему переломов позвонков, но только компрессионных переломов на фоне остеопороза.
Спектр баз широкий.
Поисковые стратегии приведены полностью.
Поисковые запросы жестковаты, на наш вкус, но есть можно.
Количества разделены по базам.
Количества приведены полностью.
Критерии приведены, конкретные.
Причины выпадения 83/390 (21%) записей из скрининга не приведены.
Пробуем репликацию в PubMed.
Полную репликацию выполнить не можем, поскольку оператор близости в PubMed заменяем на пересечение.
Соответственно ожидаем возможного некоторого превышения авторского количества.
Насколько возможного?
Сейчас проверим.
Нет, момент.
Стратегия не включает раскрытых мешей, а значит возможна полная репликация в доступном нам Scopus.
Сейчас займемся.
INDEX ( medline )  AND  ( ( ALL ( ""Osteoporotic fractures""  OR  ""Spinal fractures"" )  OR  INDEXTERMS ( ""Osteoporotic Fractures""  OR  ""Fractures, Bone""  OR  ""Spinal fractures"" )  OR  TITLE-ABS ( compress*  W/3  fracture* )  OR  TITLE-ABS ( verteb*  AND fracture* )  OR  TITLE-ABS ( osteopor*  AND spine  AND fracture* )  OR  TITLE-ABS ( osteopor*  AND vertebra* )  OR  TITLE-ABS ( spinal  AND compress*  AND fracture )  OR  TITLE-ABS ( vertebra*  W/3  compression  W/3  fracture* )  OR  TITLE-ABS ( fragility  W/3  fracture ) )  AND  ( ALL ( ""Lumbar Vertebrae""  OR  ""Thoracic Vertebrae"" )  OR  INDEXTERMS ( ""Lumbar Vertebrae""  OR  ""Thoracic Vertebrae"" ) )  AND  ( ALL ( ""Clinical practice guideline""  OR  ""Practice guideline"" ) )  AND  ( PUBYEAR  >  2009  AND  PUBYEAR  <  2017 ) )
Кажется, удалась полная репликация.
Получено 160 записей против авторских 168.
Также дополнительно проверили, вошли ли включенные статьи в результаты нашего поиска.
(Список 58 исключенных по полному тексту статей не приведен авторами).
Ни одной из 4 включенных статей нет в результатах нашего воспроизведенного поиска.
Исключаем за невоспроизводимость.
Совершенно возможно, однако, что и у авторов эти 4 статьи пришли не из MEDLINE.
Однако других способов проверить поиски у нас не осталось.
EMBASE, CINAHL, PEDRo нам, к сожалению, не доступны.
WoS условно доступен, однако по нему авторы все равно не привели количеств.",,,66,Методы: дизайн,"MEDLINE and PubMed, PEDro, CINAHL, EMBASE
National Guideline Clearinghouse and Canadian Medical Association InfoBase
плюс библиографии
плюс цитирования в WoS
даты публикации
2010–2016
ограничения по языку не заявлены",,,104,Всего выбрано из баз данных,442,,,105,Всего выбрано из других источников,2,,,37,Всего выбрано после удаления дубликатов,390,,,30,Исключено при скрининге,244,,,29,Исключено по полному тексту,59,,,28,Включено в подборку обзора,63,,,29,Исключено по полному тексту,,,,,,,,
656,2018-09-08 16:10,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,59,Комментарий,"Перечитали 6.3a в Cochrane Handbook 5.1:
The classification as RCT or CCT is based solely on what the author has written, not on the reader's interpretation; thus, it is not meant to reflect an assessment of the true nature or quality of the allocation procedure.
Таким образом, наши соображения выше о сложности разделения РКИ и ККИ — не вполне корректны.
Термины РКИ и ККИ в интерпретации Кокрейновской коллаборации предназначены именно для разделения работ по их описанию.
Таким образом, действительное наличие сложностей имеет место (в кокрейновской терминологии) относительно РКИ и НРИ.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
