BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,,a35234420,"Левин, Д.  П.","ОЦЕНКА ДЕЙСТВИЯ КИНЕТИЧЕСКИХ
НЕЛЕТАЛЬНЫХ ЭЛЕМЕНТОВ",Инженерный журнал: наука и инновации,,7,,1,2018,,,https://elibrary.ru/item.asp?id=35234420,,,,,,,,,,,,,,,,,
7,,a36715244,"Левин, О.  С.","ОСОБЕННОСТИ ДИАГНОСТИКИ И ЛЕЧЕНИЯ
ВЕРТЕБРОГЕННЫХ БОЛЕВЫХ СИНДРОМОВ У
ПОЖИЛЫХ ПАЦИЕНТОВ",Фарматека,,14,,59--66,2018,,,https://elibrary.ru/item.asp?id=36715244,,,,,,,,,,,,,,,,,
7,,a35134860,"Левин, О.  С.; Небожин, А.  И.","ОСОБЕННОСТИ ЛЕЧЕНИЯ
ВЕРТЕБРОГЕННЫХ БОЛЕВЫХ СИНДРОМОВ У
ПОЖИЛЫХ",Современная терапия в психиатрии и неврологии,,2,,13--17,2018,,,https://elibrary.ru/item.asp?id=35134860,,,,,,,,,,,,,,,,,
7,,a36467983,"Либуркина, С.  П.; Васильев, А.  Н.; Каплан, А.  Я.; Иванова, Г.  Е.; Чуканова, А.  С.","ПИЛОТНОЕ ИССЛЕДОВАНИЕ
ИДЕОМОТОРНОГО ТРЕНИНГА В КОНТУРЕ
ИНТЕРФЕЙСА МОЗГ-КОМПЬЮТЕР У
ПАЦИЕНТОВ С ДВИГАТЕЛЬНЫМИ
НАРУШЕНИЯМИ",Журнал неврологии и психиатрии им. C.C. Корсакова,118,9,,63--68,2018,,,https://elibrary.ru/item.asp?id=36467983,,,,,,,,,,,,,,,,,
7,,a35142510,"Лившиц, М.  И.; Лобанкин, П.  В.; Петров, М.  А.; Шляпникова, Н.  С.; Павлова","ОПЫТ ХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ
ТЯЖЕЛЫХ ТРАВМ ШЕЙНОГО ОТДЕЛА
ПОЗВОНОЧНИКА У ДЕТЕЙ",Московская медицина,,NaN,,74--75,2017,,,https://elibrary.ru/item.asp?id=35142510,,,,,,,,,,,,,,,,,
7,,a36408847,"Литвиненко, И.  В.; Живолупов, С.  А.; Булатов, А.  Р.; Кузина, Е.  Э.; Провоторов, Е.  А.","МНОГОУРОВНЕВЫЕ ПОРАЖЕНИЯ
ПЕРИФЕРИЧЕСКОЙ НЕРВНОЙ СИСТЕМЫ В
КЛИНИЧЕСКОЙ ПРАКТИКЕ ВОЕННОЙ И
МОРСКОЙ МЕДИЦИНЫ",Морская медицина,4,3,,26--35,2018,,,https://elibrary.ru/item.asp?id=36408847,,,,,,,,,,,,,,,,,
7,,a37101551,"Лихачев, С.  В.; Зарецков, В.  В.; Арсениевич, В.  Б.; Шульга, А.  Е.; Щаницын, И.  Н.; Скрипаченко, К.  К.","БИОМЕХАНИЧЕСКИЕ АСПЕКТЫ
ЦИРКУЛЯРНОГО СПОНДИЛОСИНТЕЗА
ПЕРЕХОДНОГО ГРУДОПОЯСНИЧНОГО
ОТДЕЛА ПОЗВОНОЧНИКА",Саратовский научно-медицинский журнал,14,3,,560--566,2018,,,https://elibrary.ru/item.asp?id=37101551,,,,,,,,,,,,,,,,,
7,,a37096166,"Лихачев, С.  В.; Зарецков, В.  В.; Шульга, А.  Е.; Грамма, С.  А.; Щаницын, И.  Н.; Бажанов, С.  П.; Зарецков, А.  В.; Донник, А.  М.","ПОВРЕЖДЕНИЯ ПЕРЕХОДНОГО
ГРУДОПОЯСНИЧНОГО ОТДЕЛА
ПОЗВОНОЧНИКА: БИБЛИОМЕТРИЧЕСКИЙ
АНАЛИЗ АНГЛОЯЗЫЧНОЙ ЛИТЕРАТУРЫ",Хирургия позвоночника,15,4,,52--69,2018,,,https://elibrary.ru/item.asp?id=37096166,,,,,,,,,,,,,,,,,
7,,a35538560,"Лосик, Е.  А.; Фадеева, М.  В.; Щегельский, В.  В.; Рзаев, Р.  Т.; Степанов, А.  В.; Пузаков, К.  Б.; Схиртладзе, М.  Р.","БЕССИМПТОМНЫЙ ПОСТТРАВМАТИЧЕСКИЙ
РАЗРЫВ ПРАВОГО КУПОЛА ДИАФРАГМЫ","Российский журнал гастроэнтерологии, гепатологии, колопроктологии",28,4,,102--109,2018,,,https://elibrary.ru/item.asp?id=35538560,,,,,,,,,,,,,,,,,
7,,a36461771,"Лочехина, Е.  Б.; Куликов, А.  С.; Уланова, А.  С.; Григорьева, Н.  А.","ПЕРЕЛОМЫ КОСТЕЙ ПРИ ОСТРОМ
ЛИМФОБЛАСТНОМ ЛЕЙКОЗЕ У ДЕТЕЙ",Бюллетень Северного государственного медицинского университета,,1,,39--41,2018,,,https://elibrary.ru/item.asp?id=36461771,,,,,,,,,,,,,,,,,
7,,a35370374,"Лубнин, А.  Ю.; Авхледиани, К.  Н.; Согомонян, С.  А.","НЕЙРОХИРУРГИЧЕСКАЯ ПАТОЛОГИЯ У
БЕРЕМЕННЫХ. АНЕСТЕЗИОЛОГИЧЕСКИЕ И
ТАКТИЧЕСКИЕ АСПЕКТЫ",Вестник интенсивной терапии имени А.И. Салтанова,,1,,5--15,2018,,,https://elibrary.ru/item.asp?id=35370374,,,,,,,,,,,,,,,,,
7,,a35686814,"Лушпаева, Ю.  А.; Патрикеева, И.  М.; Фадиенко, Г.  Р.","АЛГОРИТМ ВЕДЕНИЯ ПАЦИЕНТОВ С
МЫШЕЧНО-СКЕЛЕТНОЙ БОЛЬЮ В
АМБУЛАТОРНЫХ УСЛОВИЯХ",Медицинская наука и образование Урала,19,3,,117--123,2018,,,https://elibrary.ru/item.asp?id=35686814,,,,,,,,,,,,,,,,,
7,,a37164597,"Лымарев, М.  В.; Чехонацкий, В.  А.","ОСЛОЖНЕНИЯ ТРАВМЫ ПОЗВОНОЧНИКА И
СПИННОГО МОЗГА: ОСОБЕННОСТИ
ДИАГНОСТИКИ И ЛЕЧЕНИЯ",Бюллетень медицинских интернет-конференций,8,11,,573,2018,,,https://elibrary.ru/item.asp?id=37164597,,,,,,,,,,,,,,,,,
7,,a36493082,"Ляховецкая, В.  В.; Васильченко, Е.  М.; Коновалова, Н.  Г.","ЭФФЕКТИВНОСТЬ ОБУЧЕНИЯ ПАЦИЕНТОВ
С ТРАВМАТИЧЕСКОЙ БОЛЕЗНЬЮ СПИННОГО
МОЗГА НАВЫКАМ ПОЛЬЗОВАНИЯ
КРЕСЛОМ-КОЛЯСКОЙ",Медицина в Кузбассе,17,4,,11--14,2018,,,https://elibrary.ru/item.asp?id=36493082,,,,,,,,,,,,,,,,,
7,,a35582932,"Магомедов, Ш.  Ш.; Докиш, М.  Ю.; Татаринцев, А.  П.","ТРАНСПЕДИКУЛЯРНАЯ ФИКСАЦИЯ
ШЕЙНОГО ОТДЕЛА ПОЗВОНОЧНИКА В
СУБАКСИАЛЬНОЙ ЗОНЕ ПО МЕТОДИКЕ
FREE-HAND",Хирургия позвоночника,15,3,,13--22,2018,,,https://elibrary.ru/item.asp?id=35582932,,,,,,,,,,,,,,,,,
7,,a35166872,"Магомедов, Ш.  Ш.; Роминский, С.  П.; Докиш, М.  Ю.","ХИРУРГИЧЕСКОЕ ЛЕЧЕНИЕ
ПОСТТРАВМАТИЧЕСКОЙ КИФОТИЧЕСКОЙ
ДЕФОРМАЦИИ ПОЗВОНОЧНИКА ИЗ ЗАДНЕГО
ДОСТУПА В ПОЗДНЕМ ПЕРИОДЕ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЫ",Современные проблемы науки и образования,,3,,59,2018,,,https://elibrary.ru/item.asp?id=35166872,,,,,,,,,,,,,,,,,
7,,a36346991,"Мазуренко, А.  Н.; Криворот, К.  А.; Залепугин, С.  Д.; Егорова, З.  В.","КЛИНИКА, ДИАГНОСТИКАИ
ХИРУРГИЧЕСКОЕ ЛЕЧЕНИЕ ТЯЖЕЛЫХ
ПОВРЕЖДЕНИЙ ПОЗВОНОЧНИКА У ДЕТЕЙ
НА СОВРЕМЕННОМ ЭТАПЕ",Хирургия Восточная Европа,,3,,347--354,2018,,,https://elibrary.ru/item.asp?id=36346991,,,,,,,,,,,,,,,,,
7,,a35582933,"Мазуренко, А.  Н.; Пустовойтенко, В.  Т.; Макаревич, С.  В.; Криворот, К.  А.; Сомова, И.  Н.","ВАРИАНТЫ ВНЕДРЕНИЯ СЕТЧАТОГО
ТИТАНОВОГО ИМПЛАНТАТА В ТЕЛА
ПОЯСНИЧНЫХ ПОЗВОНКОВ ПРИ ПЕРЕДНЕМ
СПОНДИЛОДЕЗЕ",Хирургия позвоночника,15,3,,23--29,2018,,,https://elibrary.ru/item.asp?id=35582933,,,,,,,,,,,,,,,,,
7,,a36930813,"Малевич, Э.  Е.; Водянова, О.  В.","МЕТОДЫ ЛУЧЕВОЙ ДИАГНОСТИКИ В
ОЦЕНКЕ ПЕРЕЛОМОВ ПОЗВОНКОВ ПРИ
ОСТЕОПОРОЗЕ",Международные обзоры: клиническая практика и здоровье,,4,,6--21,2018,,,https://elibrary.ru/item.asp?id=36930813,,,,,,,,,,,,,,,,,
7,,a35235158,"Малыгина, А.  А.; Гребенникова, Т.  А.; Тюльпаков, А.  Н.; Белая, Ж.  Е.","НЕСОВЕРШЕННЫЙ ОСТЕОГЕНЕЗ КАК
ПРИЧИНА ЛЕТАЛЬНОГО ИСХОДА",Остеопороз и остеопатии,21,1,,23--27,2018,,,https://elibrary.ru/item.asp?id=35235158,,,,,,,,,,,,,,,,,
7,,a37281011,"Мамбетова, Г.  Ш.; Такенов, Ж.  Т.; Мустафаева, А.  С.; Садырбекова, А.  К.; Кисаев, Е.  В.; Сыдыкова, К.  Т.; Абишева, А.  К.; Бергенева, А.  А.","ПРИМЕНЕНИЕ РАННЕЙ ВЕРТИКАЛИЗАЦИИ
В НЕЙРОРЕАБИЛИТАЦИИ",Нейрохирургия и неврология Казахстана,,4,,26--34,2018,,,https://elibrary.ru/item.asp?id=37281011,,,,,,,,,,,,,,,,,
7,,a36460399,"Мансур, Т.; Демирчи, Г.; Узунисмаил, А.; Йылдыз, С.","ГЕРПЕТИЧЕСКАЯ ЭКЗЕМА КАПОШИ -
РЕДКОЕ ОСЛОЖНЕНИЕ ЭКСТРАКЦИИ
ФОЛЛИКУЛЯРНЫХ ЕДИНИЦ",Трихология,,1,,156--159,2018,,,https://elibrary.ru/item.asp?id=36460399,,,,,,,,,,,,,,,,,
7,,a36894304,"Марданов, Р.  Р.; Поверин, Г.  В.; Королева, М.  А.; Зимин, С.  Н.; Егорова, О.  О.; Шаимова, Д.  В.","ОПЫТ ЛЕЧЕНИЯ ДЕТЕЙ С
ОСТЕОМИЕЛИТОМ КОСТЕЙ ТАЗА",Детская хирургия,23,1,,39,2019,,,https://elibrary.ru/item.asp?id=36894304,,,,,,,,,,,,,,,,,
7,,a35296705,"Марков, А.  А.; Сергеев, К.  С.; Ситдиков, И.  Р.","РЕТРОСПЕКТИВНЫЙ АНАЛИЗ
НЕУДОВЛЕТВОРИТЕЛЬНЫХ РЕЗУЛЬТАТОВ
ОПЕРАТИВНОГО ЛЕЧЕНИЯ ПАЦИЕНТОВ С
ПЕРЕЛОМАМИ НА ФОНЕ ОСТЕОПОРОЗА",Современная наука и инновации,,4,,174--178,2017,,,https://elibrary.ru/item.asp?id=35296705,,,,,,,,,,,,,,,,,
7,,a35491004,"Марочков, А.  В.; Печерский, В.  Г.; Липницкий, А.  Л.; Абелевич, А.  И.; Артюхова, А.  А.","СПИНАЛЬНАЯ АНЕСТЕЗИЯ И СОДЕРЖАНИЕ
КОРТИЗОЛАУ ПАЦИЕНТОВ ПРИ ОПЕРАЦИЯХ
НА НИЖНИХ КОНЕЧНОСТЯХ",Регионарная анестезия и лечение острой боли,12,2,,91--97,2018,,,https://elibrary.ru/item.asp?id=35491004,,,,,,,,,,,,,,,,,
7,,a35265385,"Мартикян, А.  Г.; Гринь, А.  А.","ДИАГНОСТИКА, ПАТОГЕНЕЗ И ЛЕЧЕНИЕ
ПОВРЕЖДЕНИЙ ТВЕРДОЙ МОЗГОВОЙ
ОБОЛОЧКИ ПРИ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЕ",Нейрохирургия,20,2,,74--82,2018,,,https://elibrary.ru/item.asp?id=35265385,,,,,,,,,,,,,,,,,
7,,a35080844,"Мартюшева, М.  В.; Мальцева, О.  А.","СТОМАТОЛОГИЧЕСКИЙ СТАТУС
ПАЦИЕНТОВ, НУЖДАЮЩИХСЯ В
ПРОТЕТИЧЕСКОМ ЛЕЧЕНИИ",Вятский медицинский вестник,,1,,71--75,2018,,,https://elibrary.ru/item.asp?id=35080844,,,,,,,,,,,,,,,,,
7,,a36311326,"Марущак, М.  І.; Худоб'як, М.  М.; Габор, Г.  Г.","ОСОБЛИВОСТІ МІТОХОНДРІАЛЬНОГО Й
МІКРОСОМАЛЬНОГО ОКИСНЕННЯ У
ПОСТОПЕРАЦІЙНОМУ ПЕРІОДІ ПІСЛЯ
ПОЄДНАНОЇ ТРАВМИ ГРУДНОЇ КЛІТКИ ТА
ОБОХ СТЕГОН В ЕКСПЕРИМЕНТІ",Вестник проблем биологии и медицины,2,4,,91--95,2016,,,https://elibrary.ru/item.asp?id=36311326,,,,,,,,,,,,,,,,,
7,,a36543277,"Марущак, М.  І.; Худоб'як, М.  М.; Габор, Г.  Г.","ОСОБЛИВОСТІ МІТОХОНДРІАЛЬНОГО Й
МІКРОСОМАЛЬНОГО ОКИСНЕННЯ У
ПОСТОПЕРАЦІЙНОМУ ПЕРІОДІ ПІСЛЯ
ПОЄДНАНОЇ ТРАВМИ ГРУДНОЇ КЛІТКИ ТА
ОБОХ СТЕГОН В ЕКСПЕРИМЕНТІ",Вестник проблем биологии и медицины,4,3,,91--95,2015,,,https://elibrary.ru/item.asp?id=36543277,,,,,,,,,,,,,,,,,
7,,a35663900,"Марченкова, Л.  А.; Макарова, Е.  В.","ЭФФЕКТИВНЫЕ ВОЗМОЖНОСТИ
КОМПЛЕКСНОЙ РЕАБИЛИТАЦИИ ПАЦИЕНТОВ
С ПЕРЕЛОМАМИ НА ФОНЕ ОСТЕОПОРОЗА",РМЖ,26,4,,10--14,2018,,,https://elibrary.ru/item.asp?id=35663900,,,,,,,,,,,,,,,,,
7,,a37219092,"Маскаева, Т.  Ю.; Урываев, Ю.  В.; Греков, Ю.  А.; Руцкий, Д.  А.","СКЕЛЕТНЫЕ ЗВЕНЬЯ ТЕЛА СТУДЕНТОВ
МЛАДШИХ КУРСОВ ВУЗА",Ученые записки университета им. П.Ф. Лесгафта,,3,,195--200,2019,,,https://elibrary.ru/item.asp?id=37219092,,,,,,,,,,,,,,,,,
7,,a37308168,"Масляков, В.  В.; Барсуков, В.  Г.; Усков, А.  В.","ВИДЫ ОПЕРАТИВНЫХ ВМЕШАТЕЛЬСТВ,
ВЫПОЛНЯЕМЫХ ПРИ РАНЕНИЯХ ШЕИ В
ГРАЖДАНСКОМ ЛЕЧЕБНОМ УЧРЕЖДЕНИИ В
УСЛОВИЯХ ЛОКАЛЬНОГО ВОЕННОГО
КОНФЛИКТА",Исследования и практика в медицине,6,1,,106--111,2019,,,https://elibrary.ru/item.asp?id=37308168,,,,,,,,,,,,,,,,,
7,,a35255993,"Матвеев, А.  В.; Крашенинников, А.  Е.; Егорова, Е.  А.","СОВРЕМЕННЫЙ ВЗГЛЯД НА
ЭФФЕКТИВНОСТЬ И БЕЗОПАСНОСТЬ
КЕТОРОЛАКА",Русский медицинский журнал. Медицинское обозрение,2,4,,34--39,2018,,,https://elibrary.ru/item.asp?id=35255993,,,,,,,,,,,,,,,,,
7,,a36894311,"Меньщиков, П.  Е.; Иванцова, А.  С.; Ахадов, Т.  А.; Ублинский, М.  В.; Манжурцев, А.  В.; Семенова, Н.  А.","ОЦЕНКА ПЛОТНОСТИ КОСТНОЙ ТАКНИ У
ДЕТЕЙ С КОМПРЕССИОННЫМ ПЕРЕЛОМОМ
ПОЗВОНОЧНИКА МЕТОДОМ
МАГНИТНО-РЕЗОНАНСНОЙ
СПЕКТРОСКОПИИ",Детская хирургия,23,1,,42,2019,,,https://elibrary.ru/item.asp?id=36894311,,,,,,,,,,,,,,,,,
7,,a35467417,"Мизюров, С.  А.","ОСОБЕННОСТИ ХИРУРГИЧЕСКОЙ
РЕКОНСТРУКЦИИ ПОЗВОНКА ПРИ
АГРЕССИВНЫХ ГЕМАНГИОМАХ
ПЕРЕХОДНОГО ШЕЙНО-ГРУДНОГО ОТДЕЛА
ПОЗВОНОЧНИКА",Бюллетень медицинских интернет-конференций,8,5,,174,2018,,,https://elibrary.ru/item.asp?id=35467417,,,,,,,,,,,,,,,,,
7,,a36421224,"Минаков, А.  Н.; Чернов, А.  С.; Асютин, Д.  С.; Коновалов, Н.  А.; Телегин, Г.  Б.","ЭКСПЕРИМЕНТАЛЬНОЕ МОДЕЛИРОВАНИЕ
ТРАВМЫ СПИННОГО МОЗГА У
ЛАБОРАТОРНЫХ КРЫС",Acta Naturae (русскоязычная версия),10,3,,4--10,2018,,,https://elibrary.ru/item.asp?id=36421224,,,,,,,,,,,,,,,,,
7,,a37096164,"Миронов, С.  П.; Колесов, С.  В.; Переверзев, В.  С.; Колбовский, Д.  А.; Кулешов, А.  А.; Ветрилэ, М.  С.; Казьмин, А.  И.","ОПЫТ ХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ
КРАНИОВЕРТЕБРАЛЬНОГО СТЕНОЗА У
ПАЦИЕНТОВ С МУКОПОЛИСАХАРИДОЗОМ I,
II, VI ТИПОВ",Хирургия позвоночника,15,4,,32--40,2018,,,https://elibrary.ru/item.asp?id=37096164,,,,,,,,,,,,,,,,,
7,,a36574902,"Михайлова, М.  М.; Пальцев, М.  А.; Пантелеев, А.  А.","МОДЕЛИРОВАНИЕ ПРОЦЕССА
РЕГЕНЕРАЦИИ СПИННОГО МОЗГА В
СИСТЕМЕ IN VITRO",Молекулярная медицина,16,6,,3--8,2018,,,https://elibrary.ru/item.asp?id=36574902,,,,,,,,,,,,,,,,,
7,,a35177239,"Млявых, С.  Г.; Боков, А.  Е.; Яшин, К.  С.; Карякин, Н.  Н.; Anderson, D.  G.","ТЕХНОЛОГИЯ УДЛИНЕНИЯ НОЖЕК
ПОЗВОНКОВ ПРИ ПОЯСНИЧНОМ СТЕНОЗЕ:
ПРОВЕДЕНИЕ ДОКЛИНИЧЕСКИХ ИСПЫТАНИЙ
НОВЫХ ОРТОПЕДИЧЕСКИХ ИМПЛАНТАТОВ",Современные технологии в медицине,10,2,,37--46,2018,,,https://elibrary.ru/item.asp?id=35177239,,,,,,,,,,,,,,,,,
7,,a36274713,"Млявых, С.  Г.; Перльмуттер, О.  А.","ДИФФЕРЕНЦИРОВАННАЯ ХИРУРГИЧЕСКАЯ
ТАКТИКА ПРИ НЕСТАБИЛЬНЫХ ПЕРЕЛОМАХ
ГРУДНОГО И ПОЯСНИЧНОГО ОТДЕЛОВ
ПОЗВОНОЧНИКА",Нижегородский медицинский журнал,,NaN,,50--53,2006,,,https://elibrary.ru/item.asp?id=36274713,,,,,,,,,,,,,,,,,
7,,a37273066,"Молокотина, Ю.  Д.; Болдырева, М.  А.; Стафеев, Ю.  С.; Семина, Е.  В.; Шевченко, Е.  К.; Зубкова, Е.  С.; Белоглазова, И.  Б.; Парфенова, Е.  В.","СОВМЕСТНОЕ ВОЗДЕЙСТВИЕ GDNF И HGF
СТИМУЛИРУЕТ РОСТ АКСОНОВ, УСИЛИВАЯ
ФОСФОРИЛИРОВАНИЕ ERK1/2",Бюллетень экспериментальной биологии и медицины,167,3,,391--396,2019,,,https://elibrary.ru/item.asp?id=37273066,,,,,,,,,,,,,,,,,
7,,a36457699,"Моргошия, Т.  Ш.","ОТЕЧЕСТВЕННАЯ АНЕСТЕЗИОЛОГИЯ В
ПЕРВОЙ ПОЛОВИНЕ XX ВЕКА: НАУЧНЫЕ
ПРИОРИТЕТЫ",Регионарная анестезия и лечение острой боли,12,3,,197--203,2018,,,https://elibrary.ru/item.asp?id=36457699,,,,,,,,,,,,,,,,,
7,,a36345041,"Морев, А.  В.; Яриков, А.  В.; Горбатов, Р.  О.","ХЛЫСТОВАЯ ТРАВМА ШЕЙНОГО ОТДЕЛА
ПОЗВОНОЧНИКА",Современные проблемы науки и образования,,4,,214,2018,,,https://elibrary.ru/item.asp?id=36345041,,,,,,,,,,,,,,,,,
7,,a36998239,"Морозова, Е.  А.; Сергеева, Р.  Р.; Морозов, Д.  В.","СОВРЕМЕННЫЕ ПРОБЛЕМЫ ДИАГНОСТИКИ
И ЛЕЧЕНИЯ НЕОНАТАЛЬНЫХ СУДОРОГ",Эпилепсия и пароксизмальные состояния,10,4,,17--25,2018,,,https://elibrary.ru/item.asp?id=36998239,,,,,,,,,,,,,,,,,
7,,a37307950,"Морозова, М.  П.; Гаврилова, С.  А.; Иванов, Е.  В.; Горбачева, А.  М.; Ржавина, Е.  М.; Ердяков, А.  К.; Джемилова, З.  Н.; Артемова, Е.  В.; Токмакова, А.  Ю.; Кошелев, В.  Б.; Галстян, Г.  Р.","ДИНАМИКА ВАРИАБЕЛЬНОСТИ РИТМА
СЕРДЦА У КРЫС СО
СТРЕПТОЗОТОЦИНОВЫМ САХАРНЫМ
ДИАБЕТОМ",Сахарный диабет,22,1,,44--52,2019,,,https://elibrary.ru/item.asp?id=37307950,,,,,,,,,,,,,,,,,
7,,a36894314,"Мохаммад, Б.; Давлицаров, М.  А.; Цыбин, А.  А.; Вайс, А.  В.; Дегтярев, П.  Ю.; Якунов, А.  Н.; Крук, Н.  Н.","КОНСЕРВАТИВНОЕ ЛЕЧЕНИЕ КАТАТРАВМЫ
У РЕБЕНКА",Детская хирургия,23,1,,44,2019,,,https://elibrary.ru/item.asp?id=36894314,,,,,,,,,,,,,,,,,
7,,a37027217,"Мошкин, А.  С.","ОПЫТ УЛЬТРАЗВУКОВОЙ ДИАГНОСТИКИ
ИЗМЕНЕНИЙ СТРУКТУР ГРУДНОЙ КЛЕТКИ
В ХИРУРГИЧЕСКОЙ ПРАКТИКЕ (КРАТКОЕ
СООБЩЕНИЕ)",Радиология - практика,,1,,34--38,2019,,,https://elibrary.ru/item.asp?id=37027217,,,,,,,,,,,,,,,,,
7,,a36272076,"Мошуров, И.  П.; Воротынцева, Н.  С.; Ганзя, М.  С.","ГИНЕКОМАСТИЯ КАК
ПАРАНЕОПЛАСТИЧЕСКИЙ СИНДРОМ",Вестник экспериментальной и клинической хирургии,11,1,,38--45,2018,,,https://elibrary.ru/item.asp?id=36272076,,,,,,,,,,,,,,,,,
7,,a37133563,"Мурик, С.  Э.","ОМЕГОЭЛЕКТРОЭНЦЕФАЛОГРАФИЯ:
СТАНОВЛЕНИЕ НОВОГО МЕТОДА,
ДИАГНОСТИЧЕСКИЕ ВОЗМОЖНОСТИ",Известия Иркутского государственного университета. Серия: Биология. Экология,26,,,69--85,2018,,,https://elibrary.ru/item.asp?id=37133563,,,,,,,,,,,,,,,,,
7,,a37096556,"Мухамедшина, Я.  О.; Шульман, И.  А.; Огурцов, С.  В.; Костенников, А.  А.; Закирова, Е.  Ю.; Масгутов, Р.  Ф.; Масгутова, Г.  А.; Ризванов, А.  А.","КЛЕТОЧНЫЕ ПОДХОДЫ К ТЕРАПИИ
ТРАВМАТИЧЕСКОЙ БОЛЕЗНИ СПИННОГО
МОЗГА: ДОКЛИНИЧЕСКИЕ ИССЛЕДОВАНИЯ
НА КРУПНЫХ ЖИВОТНЫХ (СВИНЬИ)",Гены и Клетки,12,3,,172--173,2017,,,https://elibrary.ru/item.asp?id=37096556,,,,,,,,,,,,,,,,,
7,,a36823359,"Мухамедьянов, Г.  С.; Шарипов, Р.  А.; Аминев, Х.  К.; Ягафарова, Р.  К.","ОПЫТ ХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ
БОЛЬНЫХ ТУБЕРКУЛЕЗОМ С ПОРАЖЕНИЕМ
КОСТЕЙ И СУСТАВОВ РАЗЛИЧНОЙ
ЭТИОЛОГИИ",Креативная хирургия и онкология,8,3,,185--189,2018,,,https://elibrary.ru/item.asp?id=36823359,,,,,,,,,,,,,,,,,
7,,a35116917,"Мухаметжанов, Х.; Мухаметжанов, Д.  Ж.; Карибаев, Б.  М.; Мухаметжанов, Б.  Ж.; Бекарисов, О.  С.; Мухаметжанов, С.  Х.; Байдарбеков, М.  У.","ОТКРЫТАЯ ТРАНСПЕДИКУЛЯРНАЯ
ФИКСАЦИЯ И ТРАНСПЕДИКУЛЯРНАЯ
ПЛАСТИКА ТЕЛА ПОВРЕЖДЕННОГО
ПОЗВОНКА – МАЛОИНВАЗИВНОЕ
ОПЕРАТИВНОЕ ВМЕШАТЕЛЬСТВО В
ХИРУРГИИ ПОВРЕЖДЕНИЙ ПОЗВОНОЧНИКА",Травматология Ж?не ортопедия,,1,,50--56,2016,,,https://elibrary.ru/item.asp?id=35116917,,,,,,,,,,,,,,,,,
7,,a37096161,"Мушкин, А.  Ю.; Наумов, Д.  Г.; Зорин, В.  И.; Сердобинцев, М.  С.","ВЕНТРАЛЬНАЯ КОРРЕКЦИЯ УГЛОВЫХ
КИФОЗОВ У ДЕТЕЙ: ОПИСАНИЕ МЕТОДА И
АНАЛИЗ КЛИНИЧЕСКОЙ СЕРИИ",Хирургия позвоночника,15,4,,15--20,2018,,,https://elibrary.ru/item.asp?id=37096161,,,,,,,,,,,,,,,,,
7,,a35692035,"Мушкин, А.  Ю.; Наумов, Д.  Г.; Уменушкина, Е.  Ю.","ЭКСТИРПАЦИЯ ГРУДНЫХ И ПОЯСНИЧНЫХ
ПОЛУПОЗВОНКОВ У ДЕТЕЙ: КАК ТЕХНИКА
ОПЕРАЦИИ ВЛИЯЕТ НА ЕЕ
ТРАВМАТИЧНОСТЬ? (ПРЕДВАРИТЕЛЬНЫЕ
РЕЗУЛЬТАТЫ И ОБЗОР ЛИТЕРАТУРЫ)",Травматология и ортопедия России,24,3,,83--90,2018,,,https://elibrary.ru/item.asp?id=35692035,,,,,,,,,,,,,,,,,
7,,a36533651,"Мушкин, А.  Ю.; Снищук, В.  П.; Малярова, Е.  Ю.; Шапкова, Е.  Ю.; Куклина, С.  А.","РЕДКАЯ ПАТОЛОГИЯ ПОЗВОНОЧНИКА У
РЕБЕНКА С НЕЙРОФИБРОМАТОЗОМ I
ТИПА",Хирургия позвоночника,,1,,24--28,2014,,,https://elibrary.ru/item.asp?id=36533651,,,,,,,,,,,,,,,,,
7,,a35144117,"Мушкин, А.  Ю.; Щелкунов, М.  М.; Снищук, В.  П.; Евсеев, В.  А.","ОСОБЕННОСТИ СТРУКТУРЫ
НЕТРАВМАТИЧЕСКОЙ ХИРУРГИЧЕСКОЙ
ПАТОЛОГИИ ШЕЙНОГО ОТДЕЛА
ПОЗВОНОЧНИКА У ДЕТЕЙ (АНАЛИЗ
МОНОЦЕНТРОВОЙ КОГОРТЫ И ДАННЫХ
ЛИТЕРАТУРЫ)",Медицинский альянс,,1,,60--67,2018,,,https://elibrary.ru/item.asp?id=35144117,,,,,,,,,,,,,,,,,
7,,a37074004,"Мырзахметов, Б.  Б.","РЕГИОНАРНАЯ АНЕСТЕЗИЯ В
ТРАВМАТОЛОГИИ И ОРТОПЕДИИ",Вестник Казахского Национального медицинского университета,,4,,12--14,2012,,,https://elibrary.ru/item.asp?id=37074004,,,,,,,,,,,,,,,,,
